D1CNTY,INTPTLAT,INTPTLONG,CASEKEY,start_year,FILEFY,D1ZIP,DISTRICT_NS,NOB,debt_limit,result,PRFILE,D1FPRSE,JOINT,D2FPRSE,ECRDTRS,DBTRTYP,CASETYP,org_chap,crnt_chap,cl_chap,SEQ,duration,duration_day,duration_weeks,duration_months,start,close,closed,assets,real_property,personal_property,liabilities,secured,unsecured1,unsecured2,debts,discharged,not_discharged,income_average,income_current,expenses_average,zip,latitude,longitude,lat,long
42129,40.311068,-79.466688,03152092858700,2009,2010,156500000,PAW,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,308,308,44,10,2009-11-19,2010-09-23,TRUE,233145.69,35955.15,197190.54,289511,35167,1200,253144,289511,288311,1200,6007,0,9313,15650,40.3,-79.4,40.3,-79.4
42129,40.311068,-79.466688,03152072583200,2007,2007,156420000,PAW,n,1500000,discharge,N,n,n,NA,A,u,v,12,12,12,0,1251,1251,178.714285714286,41,2007-09-14,2011-02-16,TRUE,267720.69,0,267720.69,850599.57,0,2433.78,848165.79,850599.57,850599.57,0,0,0,0,15642,40.32,-79.72,40.32,-79.72
42129,40.311068,-79.466688,03152072584400,2007,2007,156420000,PAW,n,1500000,discharge,N,n,n,NA,C,u,v,12,12,12,0,1176,1176,168,39,2007-09-17,2010-12-06,TRUE,1086137.88,0,1086137.88,2226697.38,1385849.73,205525.3,635322.35,2226697.38,2226697.38,0,0,0,0,15642,40.32,-79.72,40.32,-79.72
42129,40.311068,-79.466688,03152102402700,2010,2010,150890000,PAW,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,186,186,26.5714285714286,6,2010-06-03,2010-12-06,TRUE,1055480,861350,194130,396026,387762,0,8264,396026,396026,0,20039,0,17439,15089,40.22,-79.75,40.22,-79.75
42129,40.311068,-79.466688,03152112127100,2011,2011,159440000,PAW,n,1500000,dismiss,Y,n,n,NA,A,i,v,13,12,12,0,773,773,110.428571428571,25,2011-03-04,2013-04-15,TRUE,387855,377000,10855,403212.2,403212.2,0,0,403212.2,403212.2,0,7555,3662.8,4100,15944,40.4,-79.1,40.4,-79.1
42129,40.311068,-79.466688,03152132195000,2013,2013,156270000,PAW,n,1500000,dismiss,N,n,n,NA,A,p,v,12,12,12,0,61,61,8.71428571428571,2,2013-05-03,2013-07-03,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15627,40.35,-79.32,40.35,-79.32
42129,40.311068,-79.466688,03152112376300,2011,2011,156130000,PAW,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,970,970,138.571428571429,32,2011-06-10,2014-02-04,TRUE,266282.42,190000,76282.42,184661.64,150138,3054.64,31469,184661.64,184661.64,0,6035.4,0,4175.1,15613,40.6,-79.6,40.6,-79.6
42129,40.311068,-79.466688,03152122557900,2012,2013,156500000,PAW,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,1023,1023,146.142857142857,34,2012-11-12,2015-09-01,TRUE,525033.09,258852,266181.09,517469.01,496710.94,0,20758.07,517469.01,517469.01,0,8434.4,0,3894.52,15650,40.3,-79.4,40.3,-79.4
42129,40.311068,-79.466688,03152152123000,2015,2015,156580000,PAW,n,1500000,dismiss,N,y,n,NA,A,i,v,12,12,12,0,32,32,4.57142857142857,1,2015-04-09,2015-05-11,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15658,40.2,-79.2,40.2,-79.2
42129,40.311068,-79.466688,03152152249000,2015,2015,156580000,PAW,n,1500000,dismiss,Y,y,n,NA,A,i,v,12,12,12,0,139,139,19.8571428571429,4,2015-07-09,2015-11-25,TRUE,105000,90000,15000,0,0,0,0,NA,NA,NA,756,NA,0,15658,40.2,-79.2,40.2,-79.2
42129,40.311068,-79.466688,03152162008100,2016,2016,156580000,PAW,n,1500000,dismiss,Y,y,n,NA,A,i,v,12,12,12,0,58,58,8.28571428571429,2,2016-01-11,2016-03-09,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15658,40.2,-79.2,40.2,-79.2
42129,40.311068,-79.466688,03152072819500,2007,2008,156180000,PAW,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,3440,3440,491.428571428571,114,2007-12-31,2017-06-01,TRUE,205600,149500,56100,460144,392720,5589,61835,NA,NA,NA,9185,NA,9148.78,15618,40.56,-79.45,40.56,-79.45
42129,40.311068,-79.466688,03152142139800,2014,2014,159440000,PAW,n,1500000,dismiss,Y,n,n,NA,A,i,v,12,12,12,0,1855,1855,265,61,2014-04-08,2019-05-07,TRUE,308050,300000,8050,404092.97,404092.97,0,0,404092.97,404092.97,0,1001,NA,587,15944,40.4,-79.1,40.4,-79.1
42129,40.311068,-79.466688,03152192353100,2019,2019,159440000,PAW,n,1500000,dismiss,Y,n,n,NA,A,i,v,12,12,12,0,733,733,104.714285714286,24,2019-09-06,2021-09-08,TRUE,381000,368000,13000,477760.45,473338.21,0,4422.24,477760.45,477760.45,0,5950,NA,3235,15944,40.4,-79.1,40.4,-79.1
42129,40.311068,-79.466688,03152172050500,2017,2017,156580000,PAW,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,1552,1552,221.714285714286,51,2017-02-10,2021-05-12,TRUE,1005275,957200,48075,569403.02,396421.02,0,172982,569403.02,569403.02,0,0,NA,4875,15658,40.2,-79.2,40.2,-79.2
42129,40.311068,-79.466688,03152152414200,2015,2016,156500000,PAW,n,1500000,discharge,Y,n,y,n,A,i,v,12,12,12,0,2514,2514,359.142857142857,82,2015-11-11,2022-09-29,TRUE,344413,176250,168163,548127.68,504217.42,0,43910.26,548127.68,548127.68,0,4583.06,NA,3178,15650,40.3,-79.4,40.3,-79.4
42129,40.311068,-79.466688,03152132445300,2013,2014,156580000,PAW,n,1500000,NA,N,n,n,NA,A,i,v,12,12,NA,0,3630,3630,518.571428571429,119,2013-10-22,2023-09-30,TRUE,577726,455000,122726,451646,451646,0,0,451646,451646,0,6081,NA,5900,15658,40.2,-79.2,40.2,-79.2
42129,40.311068,-79.466688,03152212175300,2021,2021,159440000,PAW,n,1500000,NA,Y,n,n,NA,A,i,v,12,12,NA,0,789,789,112.714285714286,25,2021-08-02,2023-09-30,TRUE,381000,368000,13000,477760.45,473338.21,0,4422.24,477760.45,477760.45,0,5950,NA,3235,15944,40.4,-79.1,40.4,-79.1
42133,39.921751,-76.728889,03141030385100,2003,2003,174040000,PAM,NA,1500000,discharge,NA,n,n,NA,1,i,v,12,12,12,0,3416,3416,488,113,2003-06-30,2012-11-05,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,17404,40,-76.77,40,-76.77
42133,39.921751,-76.728889,03141100092500,2010,2010,173630000,PAM,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,2694,2694,384.857142857143,88,2010-02-05,2017-06-22,TRUE,1497128.9,1105000,392128.9,1878490.62,1660885.73,0,217604.89,1878490.62,1878490.62,0,5882.53,0,4722.72,17363,39.77,-76.58,39.77,-76.58
42133,39.921751,-76.728889,03141190212600,2019,2019,174080000,PAM,n,1500000,NA,N,n,n,NA,B,i,v,12,12,NA,0,1599,1599,228.428571428571,52,2019-05-15,2023-09-30,TRUE,1029923,930000,99923,3232745.11,2114876.47,4236.96,1113631.68,NA,NA,NA,53151.2,NA,51735.86,17408,39.94,-76.81,39.94,-76.81
44003,41.668949,-71.577634,01031141278500,2014,2015,028160000,RI,n,1500000,dismiss,N,n,n,NA,B,n,v,12,12,12,0,951,951,135.857142857143,31,2014-12-23,2017-07-31,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,02816,41.69,-71.63,41.69,-71.63
44007,41.869765,-71.578626,01031081213100,2008,2008,029210000,RI,n,1500000,NA,N,n,n,NA,A,i,v,13,12,NA,0,5559,5559,794.142857142857,182,2008-07-11,2023-09-30,TRUE,957010,916000,41010,1410591.37,1375824.37,NA,34767,NA,NA,NA,24858.58,11521.84,23366.24,02921,41.76,-71.52,41.76,-71.52
44007,41.869765,-71.578626,01031091010600,2009,2009,029210000,RI,n,1500000,other,N,n,n,NA,B,i,v,12,13,13,0,1045,1045,149.285714285714,34,2009-01-14,2011-11-25,TRUE,791100,758500,32600,1575705.04,1303471.6,14000,258233.44,NA,NA,NA,32185.34,1496.9,30688.44,02921,41.76,-71.52,41.76,-71.52
44007,41.869765,-71.578626,01031111310500,2011,2011,028630000,RI,n,1500000,discharge,N,n,n,NA,C,u,v,12,12,12,0,2381,2381,340.142857142857,78,2011-08-01,2018-02-06,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,02863,41.89,-71.39,41.89,-71.39
45003,33.550013,-81.632983,04203120275700,2012,2012,298410000,SC,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,231,231,33,8,2012-04-30,2012-12-17,TRUE,1732585.22,1496611,235974.22,1832589,1793685,0,38904,1832589,1832589,0,550,NA,2250,29841,33.52,-81.94,33.52,-81.94
45003,33.550013,-81.632983,04203130317600,2013,2013,298410000,SC,n,1500000,dismiss,Y,n,n,NA,A,i,v,12,12,12,0,211,211,30.1428571428571,7,2013-05-30,2013-12-27,TRUE,1655319.63,1484000,171319.63,2786507.14,2768006.14,6500,12001,2786507.14,2786507.14,0,20243.39,NA,2500,29841,33.52,-81.94,33.52,-81.94
45003,33.550013,-81.632983,04203140311900,2014,2014,298410000,SC,n,1500000,dismiss,Y,n,n,NA,A,i,v,12,12,12,0,185,185,26.4285714285714,7,2014-05-30,2014-12-01,TRUE,1239445,1096500,142945,2784536.35,2768006.14,1606.21,14924,2784536.35,2784536.35,0,20243.39,NA,2500,29841,33.52,-81.94,33.52,-81.94
45003,33.550013,-81.632983,04203160059100,2016,2016,298020000,SC,n,1500000,discharge,N,n,n,NA,A,u,v,12,12,12,0,2121,2121,303,69,2016-02-09,2021-11-30,TRUE,228162.6,225100,3062.6,401900,400000,0,1900,401900,401900,0,NA,NA,NA,29802,NA,NA,33.550013,-81.632983
45009,33.203021,-81.053161,04203090433200,2009,2009,298170000,SC,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,160,160,22.8571428571429,5,2009-06-10,2009-11-17,TRUE,758290,436900,321390,1249629.8,1055994.56,5991.74,187643.5,NA,NA,NA,3145,NA,3084,29817,33.4,-81.3,33.4,-81.3
45009,33.203021,-81.053161,04203100223600,2010,2010,298170000,SC,n,1500000,discharge,Y,n,n,NA,A,i,v,12,12,12,0,2004,2004,286.285714285714,66,2010-03-29,2015-09-23,TRUE,1148675,798500,350175,1188727.1,1061847.1,24817.75,102062.25,NA,NA,NA,3145,NA,3084,29817,33.4,-81.3,33.4,-81.3
45009,33.203021,-81.053161,04203110387700,2011,2011,290030000,SC,h,1500000,dismiss,N,n,n,NA,D,n,v,12,12,12,0,1446,1446,206.571428571429,48,2011-06-20,2015-06-05,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29003,33.3,-81,33.3,-81
45009,33.203021,-81.053161,04203160388400,2016,2016,298170000,SC,n,1500000,dismiss,Y,n,n,NA,A,i,v,12,12,12,0,158,158,22.5714285714286,5,2016-08-01,2017-01-06,TRUE,1248075,798500,449575,567850.88,546562.88,21288,0,567850.88,567850.88,0,3145,NA,3084,29817,33.4,-81.3,33.4,-81.3
45009,33.203021,-81.053161,04203160355000,2016,2016,298170000,SC,n,1500000,discharge,Y,n,y,n,A,i,v,12,12,12,0,2002,2002,286,66,2016-07-18,2022-01-10,TRUE,115441.62,15000,100441.62,309942.98,201193.75,79843.6,28905.63,309942.98,309942.98,0,2227.75,NA,2084,29817,33.4,-81.3,33.4,-81.3
45009,33.203021,-81.053161,042031700595r1,2017,2022,298170000,SC,n,1500000,discharge,Y,n,n,NA,A,i,v,12,12,12,1,1984,1984,283.428571428571,65,2017-02-07,2022-07-15,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29817,33.4,-81.3,33.4,-81.3
45009,33.203021,-81.053161,04203170059500,2017,2017,298170000,SC,n,1500000,discharge,Y,n,n,NA,A,i,v,12,12,12,0,1984,1984,283.428571428571,65,2017-02-07,2022-07-15,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29817,33.4,-81.3,33.4,-81.3
45011,33.260552,-81.434228,04203110009400,2011,2011,298120000,SC,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,2394,2394,342,78,2011-01-06,2017-07-27,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29812,33.2,-81.4,33.2,-81.4
45011,33.260552,-81.434228,04203110009500,2011,2011,298120000,SC,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,2329,2329,332.714285714286,76,2011-01-06,2017-05-23,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3338.6,29812,33.2,-81.4,33.2,-81.4
45011,33.260552,-81.434228,04203110620700,2011,2012,298120000,SC,h,1500000,discharge,N,n,n,NA,E,n,v,12,12,12,0,2694,2694,384.857142857143,88,2011-10-05,2019-02-19,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29812,33.2,-81.4,33.2,-81.4
45011,33.260552,-81.434228,04203140023000,2014,2014,298170000,SC,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,2014,2014,287.714285714286,66,2014-01-10,2019-07-17,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29817,33.4,-81.3,33.4,-81.3
45011,33.260552,-81.434228,04203190173000,2019,2019,298120000,SC,n,1500000,NA,N,n,n,NA,A,i,v,12,12,NA,0,1648,1648,235.428571428571,54,2019-03-27,2023-09-30,TRUE,1536373.4,1518375,17998.4,977918.54,967820.54,10098,0,977918.54,977918.54,0,3486,NA,3243,29812,33.2,-81.4,33.2,-81.4
45013,32.358147,-80.68932,04202140268600,2014,2014,290810000,SC,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,2043,2043,291.857142857143,67,2014-05-06,2019-12-09,TRUE,1729014.67,1317300,411714.67,2604536.26,2510421.58,55199.95,38914.73,2604536.26,2604536.26,0,11613,NA,10311.97,29081,33.1,-81,33.1,-81
45015,33.2077,-79.953655,04202230042900,2023,2023,294310000,SC,n,1500000,NA,N,n,n,NA,A,i,v,12,13,NA,0,228,228,32.5714285714286,7,2023-02-14,2023-09-30,TRUE,253525,240000,13525,363445,243027,7654,112764,363445,363445,0,4491,5648,4067,29431,33.3,-79.9,33.3,-79.9
45019,32.800458,-79.94248,04202200011200,2020,2020,294580000,SC,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,617,617,88.1428571428571,20,2020-01-06,2021-09-14,TRUE,113476.94,0,113476.94,475493,450774,0,24719,475493,475493,0,2995.96,NA,1433,29458,33.1,-79.4,33.1,-79.4
45025,34.637018,-80.159227,04203170563900,2017,2018,297090000,SC,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,161,161,23,5,2017-11-08,2018-04-18,TRUE,463520,114550,348970,480083.98,226039.02,127022.48,127022.48,480083.98,480083.98,0,5250.68,NA,2267.5,29709,34.7,-80.1,34.7,-80.1
45025,34.637018,-80.159227,04203180150700,2018,2018,297090000,SC,n,1500000,dismiss,Y,n,n,NA,A,i,v,12,12,12,0,148,148,21.1428571428571,5,2018-03-28,2018-08-23,TRUE,429812.5,114550,315262.5,353061.5,226039.02,0,127022.48,353061.5,353061.5,0,5250.68,NA,2267.5,29709,34.7,-80.1,34.7,-80.1
45027,33.664682,-80.217889,04202150595100,2015,2016,291020000,SC,n,1500000,dismiss,N,n,n,NA,A,u,v,12,12,12,0,145,145,20.7142857142857,4,2015-11-05,2016-03-29,TRUE,1331591,1022591,309000,1344224.7,585000,6724.7,752500,1344224.7,1344224.7,0,NA,NA,NA,29102,33.6,-80.2,33.6,-80.2
45027,33.664682,-80.217889,04202150602400,2015,2016,291020000,SC,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,147,147,21,5,2015-11-10,2016-04-05,TRUE,1061470,951770,109700,1505185,371185,0,1134000,1505185,1505185,0,1038,NA,3884,29102,33.6,-80.2,33.6,-80.2
45033,34.390172,-79.374964,04203031073500,2003,2003,NA,SC,z,1500000,discharge,NA,NA,y,NA,1,i,v,12,12,12,0,1916,1916,273.714285714286,63,2003-08-28,2008-11-25,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,34.390172,-79.374964
45035,33.082186,-80.404697,04202041437800,2004,2005,NA,SC,z,1500000,discharge,NA,NA,n,NA,2,i,v,12,12,12,0,2028,2028,289.714285714286,66,2004-12-03,2010-06-23,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,33.082186,-80.404697
45043,33.417531,-79.296333,04202060447800,2006,2007,294400000,SC,NA,1500000,dismiss,NA,n,n,NA,A,i,v,12,12,12,0,361,361,51.5714285714286,12,2006-10-05,2007-10-01,TRUE,190350,170000,20350,220423,200401,3250,16772,0,0,0,3200,0,3187,29440,33.4,-79.4,33.4,-79.4
45043,33.417531,-79.296333,04202170175900,2017,2017,295540000,SC,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,1133,1133,161.857142857143,37,2017-04-07,2020-05-14,TRUE,769190,332750,436440,1324565.13,1116600.17,21195.71,186769.25,1324565.13,1324565.13,0,15666.66,NA,7146.5,29554,33.7,-79.4,33.7,-79.4
45043,33.417531,-79.296333,04202200403200,2020,2021,295540000,SC,n,1500000,dismiss,Y,n,n,NA,A,i,v,12,12,12,0,171,171,24.4285714285714,6,2020-10-30,2021-04-19,TRUE,652239.5,327028.5,325211,1180237.67,1053985.99,8482.43,117769.25,1180237.67,1180237.67,0,7923.58,NA,7146.5,29554,33.7,-79.4,33.7,-79.4
45043,33.417531,-79.296333,04202210213300,2021,2021,295540000,SC,n,1500000,NA,Y,n,n,NA,A,i,v,12,12,NA,0,773,773,110.428571428571,25,2021-08-18,2023-09-30,TRUE,572075,327910,244165,1286508.98,1071896.48,10650,203962.5,1286508.98,1286508.98,0,7923.58,NA,7146.5,29554,33.7,-79.4,33.7,-79.4
45045,34.892645,-82.372077,04207100446700,2010,2010,296730000,SC,n,1500000,discharge,N,n,n,NA,D,u,v,12,12,12,0,795,795,113.571428571429,26,2010-06-24,2012-08-27,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29673,34.7,-82.5,34.7,-82.5
45051,33.909269,-78.976675,04202120399400,2012,2012,295810000,SC,n,1500000,transfer,N,n,n,NA,A,i,v,12,12,12,0,140,140,20,5,2012-06-28,2012-11-15,TRUE,862375,777300,85075,745923.97,715532.97,8642,21749,745923.97,745923.97,0,7983,NA,7439,29581,34.2,-79.1,34.2,-79.1
45051,33.909269,-78.976675,04202120399500,2012,2012,295810000,SC,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,132,132,18.8571428571429,5,2012-06-28,2012-11-07,TRUE,278700,267200,11500,511528.39,476842.69,34685.7,0,511528.39,511528.39,0,1800,NA,1458,29581,34.2,-79.1,34.2,-79.1
45051,33.909269,-78.976675,04203120711000,2012,2013,295810000,SC,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,285,285,40.7142857142857,10,2012-06-28,2013-04-09,TRUE,862375,777300,85075,745923.97,715532.97,8642,21749,745923.97,745923.97,0,7983,NA,7439,29581,34.2,-79.1,34.2,-79.1
45051,33.909269,-78.976675,042031207110r1,2012,2013,295810000,SC,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,1,355,355,50.7142857142857,12,2012-06-28,2013-06-18,TRUE,862375,777300,85075,745923.97,715532.97,8642,21749,745923.97,745923.97,0,7983,NA,7439,29581,34.2,-79.1,34.2,-79.1
45051,33.909269,-78.976675,042031207110r2,2012,2013,295810000,SC,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,2,369,369,52.7142857142857,13,2012-06-28,2013-07-02,TRUE,862375,777300,85075,745923.97,715532.97,8642,21749,745923.97,745923.97,0,7983,NA,7439,29581,34.2,-79.1,34.2,-79.1
45051,33.909269,-78.976675,04202120073200,2012,2012,295810000,SC,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,770,770,110,25,2012-02-06,2014-03-17,TRUE,1471996,398030,1073966,1439303.16,1383275.81,0,56027.35,1439303.16,1439303.16,0,7655.11,NA,32002.64,29581,34.2,-79.1,34.2,-79.1
45051,33.909269,-78.976675,04202180629100,2018,2019,295450000,SC,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,119,119,17,4,2018-12-11,2019-04-09,TRUE,3578540,453370,3125170,2529717.46,1774395.63,0,755321.83,2529717.46,2529717.46,0,900,NA,3225,29545,34.17,-78.95,34.17,-78.95
45051,33.909269,-78.976675,04202190018000,2019,2019,295450000,SC,n,1500000,dismiss,N,n,n,NA,A,u,v,12,12,12,0,126,126,18,4,2019-01-09,2019-05-15,TRUE,100683.92,0,100683.92,1734753.4,1734753.4,0,0,1734753.4,1734753.4,0,NA,NA,NA,29545,34.17,-78.95,34.17,-78.95
45051,33.909269,-78.976675,04202190018100,2019,2019,295450000,SC,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,126,126,18,4,2019-01-09,2019-05-15,TRUE,397100,194050,203050,2085949.12,2075602.84,6811.28,3535,2085949.12,2085949.12,0,1209,NA,3225,29545,34.17,-78.95,34.17,-78.95
45051,33.909269,-78.976675,04202190617700,2019,2020,295450000,SC,n,1500000,dismiss,Y,n,y,n,A,i,v,12,12,12,0,137,137,19.5714285714286,5,2019-11-25,2020-04-10,TRUE,3903830,708470,3195360,6360580.89,5656854.98,8556.08,695169.83,6360580.89,6360580.89,0,1400,NA,3225,29545,34.17,-78.95,34.17,-78.95
45051,33.909269,-78.976675,04202190638700,2019,2020,295450000,SC,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,127,127,18.1428571428571,4,2019-12-04,2020-04-09,TRUE,511540,250000,261540,418182.72,350870.72,0,67312,418182.72,418182.72,0,5295.71,NA,5530,29545,34.17,-78.95,34.17,-78.95
45051,33.909269,-78.976675,04202200280400,2020,2020,295450000,SC,n,1500000,dismiss,Y,n,y,n,A,i,v,12,12,12,0,800,800,114.285714285714,26,2020-07-06,2022-09-14,TRUE,4503000,708470,3794530,6363776.54,5656854.98,11751.73,695169.83,6363776.54,6363776.54,0,1400,NA,3225,29545,34.17,-78.95,34.17,-78.95
45051,33.909269,-78.976675,04202190608500,2019,2020,295450000,SC,n,1500000,NA,N,n,n,NA,A,i,v,12,12,NA,0,1411,1411,201.571428571429,46,2019-11-19,2023-09-30,TRUE,616622.18,409460,207162.18,347179.37,346720.37,0,459,347179.37,347179.37,0,3394.96,NA,2615.21,29545,34.17,-78.95,34.17,-78.95
45059,34.483477,-82.005657,04207180454900,2018,2018,296920000,SC,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,268,268,38.2857142857143,8,2018-09-04,2019-05-30,TRUE,1476562.5,1242950,233612.5,1898151.06,1639947.06,0,258204,NA,NA,NA,15775.31,NA,7735.51,29692,34.43,-82.21,34.43,-82.21
45059,34.483477,-82.005657,04207200277600,2020,2020,296920000,SC,n,1500000,NA,N,n,n,NA,A,u,v,12,12,NA,0,1185,1185,169.285714285714,38,2020-07-02,2023-09-30,TRUE,28850,0,28850,6039468.06,37490,0,6001978.06,6039468.06,6039468.06,0,NA,NA,NA,29692,34.43,-82.21,34.43,-82.21
45059,34.483477,-82.005657,04207200277500,2020,2020,296920000,SC,n,1500000,NA,Y,n,n,NA,A,i,v,12,12,NA,0,1185,1185,169.285714285714,38,2020-07-02,2023-09-30,TRUE,802244.5,692025,110219.5,5960528.27,5387541.27,0,572987,5960528.27,5960528.27,0,13998.55,0,8992.99,29692,34.43,-82.21,34.43,-82.21
45063,33.892589,-81.272831,04203051135100,2005,2005,NA,SC,z,1500000,discharge,NA,NA,n,NA,2,i,v,12,12,12,0,2212,2212,316,73,2005-09-30,2011-10-21,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,33.892589,-81.272831
45063,33.892589,-81.272831,04203190430200,2019,2019,290060000,SC,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,1087,1087,155.285714285714,36,2019-08-13,2022-08-04,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29006,33.9,-81.5,33.9,-81.5
45067,34.08362,-79.354001,04203090287600,2009,2009,295740000,SC,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,1825,1825,260.714285714286,60,2009-04-16,2014-04-15,TRUE,216222.39,0,216222.39,801699.81,739000,0,62699.81,NA,NA,NA,0,NA,0,29574,34.2,-79.3,34.2,-79.3
45067,34.08362,-79.354001,04203090288100,2009,2009,295740000,SC,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,1825,1825,260.714285714286,60,2009-04-16,2014-04-15,TRUE,221661,0,221661,817042.81,739000,0,78042.81,NA,NA,NA,0,NA,0,29574,34.2,-79.3,34.2,-79.3
45067,34.08362,-79.354001,04203120753500,2012,2013,295710000,SC,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,1910,1910,272.857142857143,62,2012-12-05,2018-02-27,TRUE,4732168.71,4563620,168548.71,1049376.82,1049376.82,0,0,1049376.82,1049376.82,0,25875.37,NA,18088.67,29571,34.1,-79.4,34.1,-79.4
45069,34.601805,-79.677942,04203190518600,2019,2020,295120000,SC,n,1500000,NA,N,n,y,n,A,i,v,12,12,NA,0,1459,1459,208.428571428571,47,2019-10-02,2023-09-30,TRUE,2546219,2160047,386172,1543493,1493659,11000,38834,1543493,1543493,0,7895,NA,5256,29512,34.6,-79.7,34.6,-79.7
45073,34.748771,-83.061543,04207170272600,2017,2017,296930000,SC,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,1264,1264,180.571428571429,41,2017-06-01,2020-11-16,TRUE,815706.52,718150,97556.52,1795953.62,1105029.18,653717.63,37206.81,1795953.62,1795953.62,0,4460,NA,4429,29693,34.7,-83.2,34.7,-83.2
45075,33.436135,-80.802913,04203051122700,2005,2005,NA,SC,z,1500000,discharge,NA,NA,n,NA,1,i,v,12,12,12,0,1971,1971,281.571428571429,65,2005-09-29,2011-02-21,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,33.436135,-80.802913
45075,33.436135,-80.802913,04203140241700,2014,2014,290180000,SC,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,378,378,54,13,2014-04-25,2015-05-08,TRUE,1101863.6,879400,222463.6,667406.57,564048.37,3809.36,99548.84,667406.57,667406.57,0,10558.07,NA,4547,29018,33.3,-80.6,33.3,-80.6
45075,33.436135,-80.802913,04203110600300,2011,2011,291150000,SC,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,2099,2099,299.857142857143,69,2011-09-28,2017-06-27,TRUE,441878.8,354500,87378.8,555890.65,494746.04,0,61144.61,555890.65,555890.65,0,5169.99,NA,5185,29115,33.5,-80.9,33.5,-80.9
45075,33.436135,-80.802913,04203190094100,2019,2019,290590000,SC,n,1500000,NA,N,n,n,NA,A,i,v,12,12,NA,0,1685,1685,240.714285714286,55,2019-02-18,2023-09-30,TRUE,880275,498000,382275,867398.64,742409.62,0,124989.02,867398.64,867398.64,0,5962.51,NA,6014.25,29059,33.3,-80.4,33.3,-80.4
