D1CNTY,INTPTLAT,INTPTLONG,CASEKEY,start_year,FILEFY,D1ZIP,DISTRICT_NS,NOB,debt_limit,result,PRFILE,D1FPRSE,JOINT,D2FPRSE,ECRDTRS,DBTRTYP,CASETYP,org_chap,crnt_chap,cl_chap,SEQ,duration,duration_day,duration_weeks,duration_months,start,close,closed,assets,real_property,personal_property,liabilities,secured,unsecured1,unsecured2,debts,discharged,not_discharged,income_average,income_current,expenses_average,zip,latitude,longitude,lat,long
12033,30.611638,-87.3389,11293073091600,2007,2007,325060000,FLN,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,1987,1987,283.857142857143,66,2007-09-27,2013-03-06,TRUE,682952.71,208220,474732.71,1134213.03,1128001.87,0,6211.16,NA,NA,NA,61600.75,NA,61600.75,32506,30.39,-87.35,30.39,-87.35
12035,29.474912,-81.286305,113A3180419400,2018,2019,321100000,FLM,n,1500000,dismiss,N,n,n,NA,A,u,v,11,12,12,0,1533,1533,219,51,2018-11-30,2023-02-10,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,32110,29.5,-81.3,29.5,-81.3
12035,29.474912,-81.286305,113A3200272800,2020,2020,321100000,FLM,n,1500000,dismiss,N,n,y,n,B,i,v,12,13,13,0,987,987,141,32,2020-09-16,2023-05-31,TRUE,435514.54,408889,26625.54,2801295.09,2205318,226404.11,369572.98,2801295.09,2801295.09,0,7148.28,1600,6993.26,32110,29.5,-81.3,29.5,-81.3
12039,30.578687,-84.612607,11294027138100,2002,2003,NA,FLN,z,1500000,discharge,NA,NA,n,NA,1,i,v,12,12,12,0,1745,1745,249.285714285714,58,2002-12-30,2007-10-10,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,30.578687,-84.612607
12039,30.578687,-84.612607,11294134012500,2013,2013,323330000,FLN,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,393,393,56.1428571428571,13,2013-03-05,2014-04-02,TRUE,759940,670000,89940,467173,215000,2173,250000,NA,NA,NA,4750,NA,0,32333,30.6,-84.4,30.6,-84.4
12039,30.578687,-84.612607,11294154001200,2015,2015,323330000,FLN,n,1500000,dismiss,Y,n,n,NA,A,i,v,12,12,12,0,203,203,29,6,2015-01-09,2015-07-31,TRUE,468910,420000,48910,474038,465000,100,8938,NA,NA,NA,6100,0,3110,32333,30.6,-84.4,30.6,-84.4
12039,30.578687,-84.612607,11294084003800,2008,2008,323526557,FLN,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,3323,3323,474.714285714286,110,2008-01-25,2017-03-01,TRUE,105105.01,40690,64415.01,503556.34,278890.69,3589,221076.65,503556.34,503556.34,0,698,0,2364.56,32352,30.6,-84.6,30.6,-84.6
12039,30.578687,-84.612607,11294184013000,2018,2018,323520000,FLN,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,1284,1284,183.428571428571,42,2018-03-09,2021-09-13,TRUE,102050,73000,29050,353465,308002,40000,5463,353465,353465,0,1600,NA,4087,32352,30.6,-84.6,30.6,-84.6
12041,29.723456,-82.795801,11291201007700,2020,2020,326697406,FLN,n,1500000,dismiss,Y,n,n,NA,A,u,v,12,12,12,0,345,345,49.2857142857143,11,2020-04-15,2021-03-26,TRUE,2323864.34,1909620,414244.34,2723872.27,2640810.1,52387.27,30674.9,NA,NA,NA,NA,NA,NA,32669,29.6,-82.6,29.6,-82.6
12041,29.723456,-82.795801,11291151015900,2015,2015,326190000,FLN,n,1500000,discharge,N,n,n,NA,A,u,v,12,12,12,0,2086,2086,298,68,2015-07-01,2021-03-17,TRUE,404493,350000,54493,1254733.89,107703.27,0,1147030.62,NA,NA,NA,NA,NA,NA,32619,29.8,-82.9,29.8,-82.9
12041,29.723456,-82.795801,113A3170213700,2017,2017,326430000,FLM,n,1500000,discharge,N,n,y,n,B,i,v,12,12,12,0,2020,2020,288.571428571429,66,2017-06-09,2022-12-20,TRUE,466905,157000,309905,1691179.28,1217713.15,0,473466.13,1691179.28,1691179.28,0,50513.34,NA,56774.31,32643,29.8,-82.7,29.8,-82.7
12043,26.95481,-81.19082,113A3100094800,2010,2010,339350000,FLM,n,1500000,transfer,N,n,n,NA,A,i,v,12,12,12,0,8,8,1.14285714285714,0,2010-02-11,2010-02-19,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33935,26.7,-81.4,26.7,-81.4
12043,26.95481,-81.19082,113A2102933900,2010,2011,334710000,FLM,n,1500000,withheld,N,n,y,n,A,i,v,12,11,11,0,751,751,107.285714285714,24,2010-12-08,2012-12-28,TRUE,1362266,1200654,161612,2542194.92,2518839,17275,6080.92,NA,NA,NA,1280.48,NA,8601,33471,26.9,-81.2,26.9,-81.2
12043,26.95481,-81.19082,113A2100339300,2010,2010,339350000,FLM,n,1500000,discharge,N,n,n,NA,B,i,v,12,13,13,0,1883,1883,269,62,2010-02-11,2015-04-09,TRUE,1422126.01,1390000,32126.01,3713924.02,1460000,0,2253924.02,NA,NA,NA,11900,0,15665.02,33935,26.7,-81.4,26.7,-81.4
12047,30.491226,-82.951069,113A3090898500,2009,2010,320520000,FLM,n,1500000,dismiss,N,n,n,NA,B,i,v,12,12,12,0,359,359,51.2857142857143,12,2009-10-26,2010-10-20,TRUE,496228,456260,39968,1256245.76,909195.3,10513.76,336536.7,NA,NA,NA,9991,NA,9535.85,32052,30.5,-83,30.5,-83
12047,30.491226,-82.951069,113A3100408400,2010,2010,320520000,FLM,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,2514,2514,359.142857142857,82,2010-05-12,2017-03-30,TRUE,362922,94822,268100,825672.07,556993.89,0,268678.18,825672.07,825672.07,0,23000,NA,20930,32052,30.5,-83,30.5,-83
12047,30.491226,-82.951069,113A3230085700,2023,2023,320520000,FLM,n,1500000,NA,N,n,n,NA,A,i,v,12,12,NA,0,164,164,23.4285714285714,5,2023-04-19,2023-09-30,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,32052,30.5,-83,30.5,-83
12049,27.492846,-81.82158,113A8121894800,2012,2013,338730000,FLM,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,2841,2841,405.857142857143,93,2012-12-19,2020-09-29,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33873,27.5,-81.8,27.5,-81.8
12051,26.539967,-81.152114,113A2090905800,2009,2009,334400000,FLM,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,643,643,91.8571428571429,21,2009-05-01,2011-02-03,TRUE,1751455,1700000,51455,2155077.05,1970424.11,25000,159652.94,NA,NA,NA,30000,NA,10825,33440,26.5,-81.2,26.5,-81.2
12051,26.539967,-81.152114,113A2091573900,2009,2009,339050000,FLM,n,1500000,dismiss,Y,n,n,NA,A,i,v,12,12,12,0,436,436,62.2857142857143,15,2009-07-22,2010-10-01,TRUE,1146,0,1146,1238532,1150000,5000,83532,NA,NA,NA,2893,NA,3989,33905,26.67,-81.76,26.67,-81.76
12051,26.539967,-81.152114,113A2092664900,2009,2010,334400000,FLM,n,1500000,dismiss,N,n,n,NA,A,u,v,12,12,12,0,425,425,60.7142857142857,14,2009-11-20,2011-01-19,TRUE,750000,750000,0,1309000,1300000,9000,0,NA,NA,NA,NA,NA,NA,33440,26.5,-81.2,26.5,-81.2
12051,26.539967,-81.152114,113A2110225800,2011,2011,342420000,FLM,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,954,954,136.285714285714,31,2011-02-09,2013-09-20,TRUE,1046655,399755,646900,280410,174864,NA,105546,NA,NA,NA,8062.66,NA,9116.06,34242,27.26,-82.54,27.26,-82.54
12051,26.539967,-81.152114,113A2090193100,2009,2009,334400000,FLM,n,1500000,discharge,N,n,n,NA,A,u,v,12,12,12,0,1906,1906,272.285714285714,62,2009-02-02,2014-04-23,TRUE,523970,450000,73970,532000,532000,0,0,NA,NA,NA,NA,NA,NA,33440,26.5,-81.2,26.5,-81.2
12051,26.539967,-81.152114,113A2140954700,2014,2014,341420000,FLM,n,1500000,discharge,Y,n,n,NA,A,i,v,12,12,12,0,2523,2523,360.428571428571,83,2014-08-15,2021-07-12,TRUE,712050,655000,57050,1609403.12,1021138,0,588265.12,1609403.12,1021138,588265.12,8500,3500,2390,34142,26.2,-81.2,26.2,-81.2
12053,28.573043,-82.466227,113A8091567400,2009,2009,346040000,FLM,n,1500000,dismiss,N,n,n,NA,A,u,v,12,12,12,0,735,735,105,24,2009-07-21,2011-07-26,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34604,28.48,-82.43,28.48,-82.43
12053,28.573043,-82.466227,113A8101498300,2010,2010,346020000,FLM,n,1500000,dismiss,Y,n,y,y,A,i,v,12,12,12,0,139,139,19.8571428571429,5,2010-06-23,2010-11-09,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34602,28.5,-82.3,28.5,-82.3
12053,28.573043,-82.466227,113A8102415200,2010,2011,346020000,FLM,n,1500000,dismiss,Y,y,n,NA,A,i,v,12,12,12,0,246,246,35.1428571428571,8,2010-10-06,2011-06-09,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34602,28.5,-82.3,28.5,-82.3
12053,28.573043,-82.466227,113A8110709400,2011,2011,346020000,FLM,n,1500000,discharge,Y,n,n,NA,A,n,v,12,12,12,0,2516,2516,359.428571428571,83,2011-04-15,2018-03-05,TRUE,373713,352073,21640,2006998,1321709,8000,677289,NA,NA,NA,4198,NA,1620,34602,28.5,-82.3,28.5,-82.3
12055,27.342627,-81.340921,113A8101637700,2010,2010,338520000,FLM,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,1762,1762,251.714285714286,58,2010-07-08,2015-05-05,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33852,27.3,-81.3,27.3,-81.3
12055,27.342627,-81.340921,113C9071250300,2007,2007,338520000,FLS,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,3691,3691,527.285714285714,121,2007-04-09,2017-05-17,TRUE,266265.68,200000,66265.68,1190319.56,1086320.43,0,103999.13,1190319.56,1190319.56,0,30800,0,23755.42,33852,27.3,-81.3,27.3,-81.3
12055,27.342627,-81.340921,113C9132225900,2013,2013,338760000,FLS,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,2726,2726,389.428571428571,90,2013-05-24,2020-11-09,TRUE,221984,84075,137909,2193579.79,648944.43,0,1544635.36,2193579.79,2193579.79,0,8128.39,0,3736.72,33876,27.42,-81.35,27.42,-81.35
12057,27.906607,-82.349719,113A8070373900,2007,2007,335950000,FLM,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,1556,1556,222.285714285714,51,2007-05-07,2011-08-10,TRUE,485190.5,450000,35190.5,606199.86,458387.54,14807.02,133005.3,606199.86,606199.86,0,8408.34,0,10208,33595,NA,NA,27.906607,-82.349719
12057,27.906607,-82.349719,113A8070672300,2007,2007,335840000,FLM,n,1500000,dismiss,N,n,n,NA,A,u,v,12,12,12,0,1206,1206,172.285714285714,40,2007-07-31,2010-11-18,TRUE,784752.27,0,784752.27,466704.09,20804.09,385000,60900,NA,NA,NA,0,0,0,33584,28,-82.29,28,-82.29
12057,27.906607,-82.349719,113A8070813600,2007,2007,335840000,FLM,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,1138,1138,162.571428571429,37,2007-09-06,2010-10-18,TRUE,1863731.51,1825000,38731.51,1568200,980000,524000,64200,NA,NA,NA,7705.86,NA,5927,33584,28,-82.29,28,-82.29
12057,27.906607,-82.349719,113A8101875600,2010,2010,335660000,FLM,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,357,357,51,11,2010-08-03,2011-07-26,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33566,27.99,-82.13,27.99,-82.13
12057,27.906607,-82.349719,113A8101887800,2010,2010,335660000,FLM,n,1500000,dismiss,N,n,n,NA,A,u,v,12,12,12,0,354,354,50.5714285714286,11,2010-08-05,2011-07-25,TRUE,500,0,500,986719.9,0,0,986719.9,NA,NA,NA,NA,NA,NA,33566,27.99,-82.13,27.99,-82.13
12057,27.906607,-82.349719,113A8110096700,2011,2011,335984420,FLM,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,216,216,30.8571428571429,7,2011-01-21,2011-08-25,TRUE,1399671,1310179,89492,603296.22,504503.22,20000,78793,603296.22,603296.22,0,36974,0,35957,33598,27.7,-82.3,27.7,-82.3
12057,27.906607,-82.349719,113A8111253400,2011,2011,335984420,FLM,n,1500000,dismiss,Y,n,y,n,A,i,v,12,12,12,0,391,391,55.8571428571429,13,2011-06-30,2012-07-25,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33598,27.7,-82.3,27.7,-82.3
12057,27.906607,-82.349719,113A8100832200,2010,2010,335700000,FLM,n,1500000,discharge,N,n,n,NA,A,u,v,12,13,13,0,1077,1077,153.857142857143,35,2010-04-09,2013-03-21,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33570,27.7,-82.47,27.7,-82.47
12057,27.906607,-82.349719,113A8111595000,2011,2011,335950000,FLM,n,1500000,dismiss,Y,n,n,NA,A,i,v,13,12,12,0,596,596,85.1428571428571,20,2011-08-24,2013-04-11,TRUE,575131.3,553164,21967.3,467265.89,432966.89,0,34299,NA,NA,NA,5360,4700,5283,33595,NA,NA,27.906607,-82.349719
12057,27.906607,-82.349719,113A8090413400,2009,2009,336250000,FLM,n,1500000,discharge,N,n,n,NA,A,u,v,12,12,12,0,1740,1740,248.571428571429,57,2009-03-05,2013-12-09,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33625,28.07,-82.56,28.07,-82.56
12057,27.906607,-82.349719,113A8101335900,2010,2010,335470000,FLM,n,1500000,dismiss,N,n,n,NA,A,u,v,12,12,12,0,1282,1282,183.142857142857,42,2010-06-02,2013-12-05,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33547,27.8,-82.1,27.8,-82.1
12057,27.906607,-82.349719,113A8131510700,2013,2014,336070000,FLM,n,1500000,dismiss,Y,n,n,NA,A,n,v,12,12,12,0,183,183,26.1428571428571,6,2013-11-14,2014-05-16,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33607,27.96,-82.54,27.96,-82.54
12057,27.906607,-82.349719,113A8092387600,2009,2010,336070000,FLM,n,1500000,dismiss,N,n,n,NA,A,n,v,12,12,12,0,1807,1807,258.142857142857,60,2009-10-21,2014-10-02,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33607,27.96,-82.54,27.96,-82.54
12057,27.906607,-82.349719,113A8131100500,2013,2013,335650000,FLM,n,1500000,discharge,N,n,n,NA,A,i,v,12,13,13,0,647,647,92.4285714285714,21,2013-08-20,2015-05-29,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33565,28.1,-82.15,28.1,-82.15
12057,27.906607,-82.349719,113A8131100700,2013,2013,335650000,FLM,n,1500000,discharge,N,n,n,NA,A,u,v,12,13,13,0,727,727,103.857142857143,24,2013-08-20,2015-08-17,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33565,28.1,-82.15,28.1,-82.15
12057,27.906607,-82.349719,113A8140531200,2014,2014,335470000,FLM,n,1500000,dismiss,Y,n,y,n,B,i,v,12,12,12,0,459,459,65.5714285714286,15,2014-05-09,2015-08-11,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33547,27.8,-82.1,27.8,-82.1
12057,27.906607,-82.349719,113A8141165100,2014,2015,336070000,FLM,n,1500000,dismiss,Y,y,n,NA,A,n,v,12,12,12,0,135,135,19.2857142857143,4,2014-10-01,2015-02-13,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33607,27.96,-82.54,27.96,-82.54
12057,27.906607,-82.349719,113A8100832000,2010,2010,335700000,FLM,n,1500000,discharge,N,n,n,NA,A,u,v,12,13,13,0,2125,2125,303.571428571429,70,2010-04-09,2016-02-02,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33570,27.7,-82.47,27.7,-82.47
12057,27.906607,-82.349719,113A8111293600,2011,2011,335660000,FLM,n,1500000,discharge,N,n,y,n,A,i,v,12,13,13,0,1661,1661,237.285714285714,54,2011-07-06,2016-01-22,TRUE,743007.65,700000,43007.65,306360.9,123525.16,5114.01,177721.73,306360.9,306360.9,0,667,667,3787,33566,27.99,-82.13,27.99,-82.13
12057,27.906607,-82.349719,113A89107195r1,1991,1991,NA,FLM,z,1500000,NA,NA,NA,y,NA,1,0,v,12,12,NA,1,11810,11810,1687.14285714286,388,1991-05-31,2023-09-30,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,27.906607,-82.349719
12057,27.906607,-82.349719,113A8170987900,2017,2018,335490000,FLM,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,177,177,25.2857142857143,6,2017-11-26,2018-05-22,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33549,28.14,-82.45,28.14,-82.45
12057,27.906607,-82.349719,113A8190903400,2019,2019,335270000,FLM,n,1500000,dismiss,N,n,n,NA,A,u,v,11,12,12,0,188,188,26.8571428571429,6,2019-09-24,2020-03-30,TRUE,673793.54,0,673793.54,4594230.07,4456443.74,0,137786.33,NA,NA,NA,NA,NA,NA,33527,27.97,-82.22,27.97,-82.22
12057,27.906607,-82.349719,113A8160286800,2016,2016,335470000,FLM,n,1500000,discharge,Y,n,y,n,B,i,v,12,12,12,0,2004,2004,286.285714285714,65,2016-04-03,2021-09-28,TRUE,262092,253992,8100,1212552,556518,200,655834,1212552,1212552,0,5775.29,0,3539,33547,27.8,-82.1,27.8,-82.1
12057,27.906607,-82.349719,113A8170110600,2017,2017,335630000,FLM,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,1547,1547,221,51,2017-02-13,2021-05-10,TRUE,293537,215158,78379,57826,NA,0,57826,NA,NA,NA,NA,NA,NA,33563,28.02,-82.13,28.02,-82.13
12057,27.906607,-82.349719,113A8220004100,2022,2022,335650000,FLM,n,1500000,NA,N,n,n,NA,A,i,v,12,12,NA,0,633,633,90.4285714285714,20,2022-01-05,2023-09-30,TRUE,272058.45,221240,50818.45,429557.7,382082.17,0,47475.53,429557.7,429557.7,0,4416.67,0,705,33565,28.1,-82.15,28.1,-82.15
12057,27.906607,-82.349719,113A81602868r1,2016,2023,335470000,FLM,n,1500000,discharge,Y,n,y,n,B,i,v,12,12,12,1,2697,2697,385.285714285714,88,2016-04-03,2023-08-22,TRUE,262092,253992,8100,1212552,556518,200,655834,1212552,1212552,0,5775.29,0,3539,33547,27.8,-82.1,27.8,-82.1
12059,30.866222,-85.812959,11295075021200,2007,2007,324250000,FLN,n,1500000,dismiss,N,n,y,n,B,i,v,12,12,12,0,1539,1539,219.857142857143,51,2007-06-28,2011-09-14,TRUE,738568.5,665706,72862.5,417551.64,323592,3000,90959.64,417551.64,417551.64,0,3089.5,0,7368,32425,30.8,-85.7,30.8,-85.7
12059,30.866222,-85.812959,11295145007700,2014,2014,324400000,FLN,n,1500000,dismiss,N,y,n,NA,B,i,v,12,12,12,0,393,393,56.1428571428571,13,2014-03-06,2015-04-03,TRUE,274405,125800,148605,468312.67,312145,10860,145307.67,468312.67,462032.67,6280,2839.33,NA,1539.67,32440,30.9,-85.5,30.9,-85.5
12059,30.866222,-85.812959,11295145007800,2014,2014,324400000,FLN,n,1500000,dismiss,N,y,y,y,B,i,v,12,12,12,0,393,393,56.1428571428571,13,2014-03-06,2015-04-03,TRUE,274405,125800,148605,723668.93,312154,10860,400654.93,723668.93,717388.93,6280,1012.33,NA,1539.67,32440,30.9,-85.5,30.9,-85.5
12063,30.78925,-85.208813,11295135022700,2013,2013,324420000,FLN,n,1500000,transfer,N,n,y,n,A,i,v,12,12,12,0,47,47,6.71428571428571,1,2013-06-14,2013-07-31,TRUE,968835,745000,223835,513282,484100,4019,25163,NA,NA,NA,70000,NA,54500,32442,30.7,-85,30.7,-85
12063,30.78925,-85.208813,11295992018600,1999,1999,NA,FLN,f,1500000,NA,NA,NA,y,NA,2,i,v,12,12,NA,0,8949,8949,1278.42857142857,294,1999-03-31,2023-09-30,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,30.78925,-85.208813
12063,30.78925,-85.208813,11295115022900,2011,2011,324460000,FLN,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,1925,1925,275,64,2011-04-26,2016-08-02,TRUE,292041.08,163000,129041.08,636387.05,126344.7,40065,469977.35,636387.05,636387.05,0,5886.1,0,4905.96,32446,30.9,-85.2,30.9,-85.2
12063,30.78925,-85.208813,11294134047500,2013,2013,324420000,FLN,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,1340,1340,191.428571428571,44,2013-06-14,2017-02-13,TRUE,968835,745000,223835,513282,484100,4019,25163,NA,NA,NA,70000,NA,54500,32442,30.7,-85,30.7,-85
12063,30.78925,-85.208813,11295185009900,2018,2018,324260000,FLN,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,136,136,19.4285714285714,5,2018-03-30,2018-08-13,TRUE,2306300,595000,1711300,2546200,2317000,0,229200,NA,NA,NA,2700,0,5595,32426,30.94,-85.37,30.94,-85.37
12063,30.78925,-85.208813,11295195010400,2019,2019,324480000,FLN,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,245,245,35,8,2019-08-15,2020-04-16,TRUE,430195,90000,340195,516727.28,321323.5,0,195403.78,516727.28,516727.28,0,6902,NA,3460,32448,30.7,-85.2,30.7,-85.2
12063,30.78925,-85.208813,112951650032r1,2016,2021,324480000,FLN,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,1,2045,2045,292.142857142857,67,2016-02-04,2021-09-10,TRUE,978336.14,397163,581173.14,449890.19,307600.04,0,142290.15,NA,NA,NA,6842.49,NA,6638.63,32448,30.7,-85.2,30.7,-85.2
12063,30.78925,-85.208813,11295165003200,2016,2016,324480000,FLN,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,1869,1869,267,61,2016-02-04,2021-03-18,TRUE,978336.14,397163,581173.14,449890.19,307600.04,0,142290.15,NA,NA,NA,6842.49,NA,6638.63,32448,30.7,-85.2,30.7,-85.2
12063,30.78925,-85.208813,11295165009000,2016,2016,324600000,FLN,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,1954,1954,279.142857142857,64,2016-03-23,2021-07-29,TRUE,1041356.57,130392,910964.57,1410826.15,1084538.77,0,326287.38,1410826.15,1410826.15,0,23003.43,0,6012.11,32460,30.8,-84.9,30.8,-84.9
12065,30.424558,-83.890859,11294134003700,2013,2013,323440000,FLN,n,1500000,dismiss,Y,n,n,NA,A,i,v,12,11,11,0,361,361,51.5714285714286,12,2013-01-18,2014-01-14,TRUE,594786,539000,55786,1772329,1444606,100000,227723,NA,NA,NA,6000,NA,3500,32344,30.4,-83.9,30.4,-83.9
12067,29.990066,-83.17851,11291091026000,2009,2009,320660000,FLN,n,1500000,dismiss,N,n,n,NA,A,u,v,12,12,12,0,273,273,39,9,2009-06-09,2010-03-09,TRUE,354797,315000,39797,1313063.51,1291807,6184.72,15071.79,1313063.51,1313063.51,0,320229.27,0,356132.31,32066,30,-83.2,30,-83.2
12067,29.990066,-83.17851,11291091026100,2009,2009,320660000,FLN,n,1500000,dismiss,N,n,n,NA,A,u,v,12,12,12,0,273,273,39,9,2009-06-09,2010-03-09,TRUE,354797,315000,39797,1314983.71,1291807,8104.92,15071.79,1314983.71,1314983.71,0,320229.27,0,356132.31,32066,30,-83.2,30,-83.2
12067,29.990066,-83.17851,11291091026200,2009,2009,320660000,FLN,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,248,248,35.4285714285714,8,2009-06-09,2010-02-12,TRUE,823225,780000,43225,776705.88,729119.91,1693.97,45892,776705.88,776705.88,0,8096.25,0,7302,32066,30,-83.2,30,-83.2
12067,29.990066,-83.17851,11291091033300,2009,2009,320660000,FLN,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,242,242,34.5714285714286,8,2009-07-11,2010-03-10,TRUE,816033,815000,1033,2034908.76,2020316.96,0,14591.8,2034908.76,2034908.76,0,25000,NA,25000,32066,30,-83.2,30,-83.2
12067,29.990066,-83.17851,11291091050200,2009,2010,320660000,FLN,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,277,277,39.5714285714286,9,2009-10-08,2010-07-12,TRUE,144195.42,115807,28388.42,540712.27,531355.97,0,9356.3,540712.27,540712.27,0,3304.97,3304.97,1804.97,32066,30,-83.2,30,-83.2
12067,29.990066,-83.17851,11291101011900,2010,2010,320660000,FLN,n,1500000,discharge,N,n,y,n,A,i,v,12,13,13,0,688,688,98.2857142857143,23,2010-03-15,2012-02-01,TRUE,22605,0,22605,1870633.27,1237361.76,0,633271.51,1870633.27,1870633.27,0,600,NA,1573.4,32066,30,-83.2,30,-83.2
12067,29.990066,-83.17851,113A3170208900,2017,2017,320660000,FLM,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,251,251,35.8571428571429,8,2017-06-07,2018-02-13,TRUE,20768.54,0,20768.54,372510.83,346966,0,25544.83,372510.83,372510.83,0,4060,0,1920,32066,30,-83.2,30,-83.2
12067,29.990066,-83.17851,113A3190070400,2019,2019,320660000,FLM,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,189,189,27,7,2019-02-28,2019-09-05,TRUE,163330,120000,43330,429909.97,428486.7,0,1423.27,429909.97,429909.97,0,1600,0,792,32066,30,-83.2,30,-83.2
12067,29.990066,-83.17851,113A3140476600,2014,2014,320660000,FLM,n,1500000,discharge,N,n,y,n,A,i,v,12,13,13,0,2043,2043,291.857142857143,68,2014-09-30,2020-05-04,TRUE,1503254,987063,516191,4059860,3865947.05,15000,178912.95,4059860,4059860,0,15076,21348,3725,32066,30,-83.2,30,-83.2
12067,29.990066,-83.17851,113A3150540000,2015,2016,320660000,FLM,n,1500000,discharge,N,n,n,NA,A,u,v,12,12,12,0,1710,1710,244.285714285714,56,2015-12-13,2020-08-18,TRUE,479000,NA,479000,490791.39,490791.39,0,0,NA,NA,NA,NA,NA,NA,32066,30,-83.2,30,-83.2
12067,29.990066,-83.17851,113A3150540100,2015,2016,320660000,FLM,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,1710,1710,244.285714285714,56,2015-12-13,2020-08-18,TRUE,791615,775000,16615,2030000,2030000,0,0,2030000,2030000,0,4983,0,5210,32066,30,-83.2,30,-83.2
12067,29.990066,-83.17851,113A3150540200,2015,2016,320660000,FLM,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,1710,1710,244.285714285714,56,2015-12-13,2020-08-18,TRUE,129340,102000,27340,2393905.54,2354120.73,0,39784.81,2393905.54,2393905.54,0,4117.58,NA,3890,32066,30,-83.2,30,-83.2
12067,29.990066,-83.17851,113A3150547900,2015,2016,320660000,FLM,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,1705,1705,243.571428571429,56,2015-12-18,2020-08-18,TRUE,211325,177000,34325,2263507.86,2263507.86,0,0,NA,NA,NA,2250,NA,3005,32066,30,-83.2,30,-83.2
