STATE,DISTRICT,DISTRICT_NS,CIRCUIT,CIRCUIT_NUM,DATE,month,TOTAL_FILINGS,CHAP_7,CHAP_11,CHAP_12,CHAP_13,TOTAL_BUSINESS_FILINGS,BCHAP_7,BCHAP_11,BCHAP_12,BCHAP_13,TOTAL_NON_BUSINESS_FILINGS,NBCHAP_7,NBCHAP_11,NBCHAP_13,TOTAL_OTHER,TOTAL_BCHAP_OTHER,CHAP_9,CHAP_15,OTHERS,QTR_ENDED,YEAR,FISCAL_YEAR,ST_ABRV
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,11TH,2013-02-28,2,2439,1550,29,0,860,88,59,24,0,5,2351,1491,5,855,NA,NA,NA,NA,NA,2013.1,2013,2013,FL
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,11TH,2013-02-28,2,853,347,0,0,506,25,22,0,0,3,828,325,0,503,NA,NA,NA,NA,NA,2013.1,2013,2013,GA
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,11TH,2013-02-28,2,3374,2041,30,1,1302,107,70,28,1,8,3267,1971,2,1294,NA,NA,NA,NA,NA,2013.1,2013,2013,GA
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,11TH,2013-02-28,2,653,177,5,2,469,16,8,5,2,1,637,169,0,468,NA,NA,NA,NA,NA,2013.1,2013,2013,GA
GUAM,GUAM,GUAM,NINTH CIRCUIT,9TH,2013-02-28,2,4,4,0,0,0,2,2,0,0,0,2,2,0,0,NA,NA,NA,NA,NA,2013.1,2013,2013,NA
HAWAII,HAWAII,HI,NINTH CIRCUIT,9TH,2013-02-28,2,168,124,1,0,43,14,11,0,0,3,154,113,1,40,NA,NA,NA,NA,NA,2013.1,2013,2013,HI
IDAHO,IDAHO,ID,NINTH CIRCUIT,9TH,2013-02-28,2,374,336,2,1,35,16,13,2,1,0,358,323,0,35,NA,NA,NA,NA,NA,2013.1,2013,2013,ID
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,7TH,2013-02-28,2,532,428,1,0,103,13,11,1,0,1,519,417,0,102,NA,NA,NA,NA,NA,2013.1,2013,2013,IL
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,7TH,2013-02-28,2,4667,3099,35,0,1533,142,103,32,0,7,4525,2996,3,1526,NA,NA,NA,NA,NA,2013.1,2013,2013,IL
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,7TH,2013-02-28,2,356,238,2,1,115,9,5,2,1,1,347,233,0,114,NA,NA,NA,NA,NA,2013.1,2013,2013,IL
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,7TH,2013-02-28,2,888,652,8,0,228,18,10,8,0,0,870,642,0,228,NA,NA,NA,NA,NA,2013.1,2013,2013,IN
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,7TH,2013-02-28,2,1422,959,6,0,457,32,24,6,0,2,1390,935,0,455,NA,NA,NA,NA,NA,2013.1,2013,2013,IN
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,8TH,2013-02-28,2,160,148,0,0,12,4,4,0,0,0,156,144,0,12,NA,NA,NA,NA,NA,2013.1,2013,2013,IA
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,8TH,2013-02-28,2,257,234,1,0,22,10,9,1,0,0,247,225,0,22,NA,NA,NA,NA,NA,2013.1,2013,2013,IA
KANSAS,KANSAS,KS,TENTH CIRCUIT,10TH,2013-02-28,2,501,307,8,1,185,13,5,7,1,0,488,302,1,185,NA,NA,NA,NA,NA,2013.1,2013,2013,KS
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,6TH,2013-02-28,2,838,619,22,0,197,29,6,22,0,1,809,613,0,196,NA,NA,NA,NA,NA,2013.1,2013,2013,KY
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,6TH,2013-02-28,2,806,596,1,0,209,8,6,1,0,1,798,590,0,208,NA,NA,NA,NA,NA,2013.1,2013,2013,KY
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,5TH,2013-02-28,2,286,163,1,0,122,21,19,1,0,1,265,144,0,121,NA,NA,NA,NA,NA,2013.1,2013,2013,LA
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,5TH,2013-02-28,2,125,71,0,0,54,4,4,0,0,0,121,67,0,54,NA,NA,NA,NA,NA,2013.1,2013,2013,LA
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,5TH,2013-02-28,2,731,174,7,0,550,10,4,6,0,0,721,170,1,550,NA,NA,NA,NA,NA,2013.1,2013,2013,LA
MAINE,MAINE,ME,FIRST CIRCUIT,1ST,2013-02-28,2,152,119,1,0,32,11,8,1,0,2,141,111,0,30,NA,NA,NA,NA,NA,2013.1,2013,2013,ME
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,4TH,2013-02-28,2,1836,1477,13,0,346,47,36,7,0,4,1789,1441,6,342,NA,NA,NA,NA,NA,2013.1,2013,2013,MD
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,1ST,2013-02-28,2,912,736,9,1,166,25,14,7,1,3,887,722,2,163,NA,NA,NA,NA,NA,2013.1,2013,2013,MA
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,6TH,2013-02-28,2,2759,2256,19,2,482,62,36,16,2,8,2697,2220,3,474,NA,NA,NA,NA,NA,2013.1,2013,2013,MI
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,6TH,2013-02-28,2,909,798,1,0,110,17,14,1,0,2,892,784,0,108,NA,NA,NA,NA,NA,2013.1,2013,2013,MI
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,8TH,2013-02-28,2,1123,930,9,0,184,47,37,9,0,1,1076,893,0,183,NA,NA,NA,NA,NA,2013.1,2013,2013,MN
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,5TH,2013-02-28,2,471,240,3,0,228,10,6,3,0,1,461,234,0,227,NA,NA,NA,NA,NA,2013.1,2013,2013,MS
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,5TH,2013-02-28,2,580,329,3,0,248,15,12,3,0,0,565,317,0,248,NA,NA,NA,NA,NA,2013.1,2013,2013,MS
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,8TH,2013-02-28,2,1059,743,3,0,313,16,12,3,0,1,1043,731,0,312,NA,NA,NA,NA,NA,2013.1,2013,2013,MO
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,8TH,2013-02-28,2,659,474,3,0,182,12,9,2,0,1,647,465,1,181,NA,NA,NA,NA,NA,2013.1,2013,2013,MO
MONTANA,MONTANA,MT,NINTH CIRCUIT,9TH,2013-02-28,2,158,130,1,0,27,10,5,1,0,4,148,125,0,23,NA,NA,NA,NA,NA,2013.1,2013,2013,MT
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,8TH,2013-02-28,2,421,296,12,1,112,22,9,11,1,1,399,287,1,111,NA,NA,NA,NA,NA,2013.1,2013,2013,NE
NEVADA,NEVADA,NV,NINTH CIRCUIT,9TH,2013-02-28,2,1116,915,32,0,169,47,27,19,0,1,1069,888,13,168,NA,NA,NA,NA,NA,2013.1,2013,2013,NV
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1ST,2013-02-28,2,246,176,4,0,66,24,9,2,0,13,222,167,2,53,NA,NA,NA,NA,NA,2013.1,2013,2013,NH
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,3RD,2013-02-28,2,2244,1734,35,0,475,98,59,31,0,8,2146,1675,4,467,NA,NA,NA,NA,NA,2013.1,2013,2013,NJ
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,10TH,2013-02-28,2,383,354,3,0,26,12,10,2,0,0,371,344,1,26,NA,NA,NA,NA,NA,2013.1,2013,2013,NM
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,2ND,2013-02-28,2,1072,957,17,0,98,49,32,16,0,1,1023,925,1,97,NA,NA,NA,NA,NA,2013.1,2013,2013,NY
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,2ND,2013-02-28,2,602,463,6,1,132,18,9,6,1,2,584,454,0,130,NA,NA,NA,NA,NA,2013.1,2013,2013,NY
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,2ND,2013-02-28,2,738,557,54,0,123,88,28,53,0,3,650,529,1,120,NA,NA,NA,NA,NA,2013.1,2013,2013,NY
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,2ND,2013-02-28,2,421,286,0,0,135,11,8,0,0,3,410,278,0,132,NA,NA,NA,NA,NA,2013.1,2013,2013,NY
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,4TH,2013-02-28,2,645,194,13,0,438,22,10,11,0,1,623,184,2,437,NA,NA,NA,NA,NA,2013.1,2013,2013,NC
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,4TH,2013-02-28,2,417,179,3,0,235,19,15,3,0,1,398,164,0,234,NA,NA,NA,NA,NA,2013.1,2013,2013,NC
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,4TH,2013-02-28,2,488,287,3,1,197,14,8,3,1,2,474,279,0,195,NA,NA,NA,NA,NA,2013.1,2013,2013,NC
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,8TH,2013-02-28,2,64,55,0,0,9,4,3,0,0,1,60,52,0,8,NA,NA,NA,NA,NA,2013.1,2013,2013,ND
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,9TH,2013-02-28,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2013.1,2013,2013,NA
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,6TH,2013-02-28,2,1860,1529,4,1,326,37,29,4,1,3,1823,1500,0,323,NA,NA,NA,NA,NA,2013.1,2013,2013,OH
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,6TH,2013-02-28,2,1658,1140,1,0,517,45,40,1,0,4,1613,1100,0,513,NA,NA,NA,NA,NA,2013.1,2013,2013,OH
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,10TH,2013-02-28,2,120,108,0,0,12,0,0,0,0,0,120,108,0,12,NA,NA,NA,NA,NA,2013.1,2013,2013,OK
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,10TH,2013-02-28,2,251,219,0,1,31,4,2,0,1,1,247,217,0,30,NA,NA,NA,NA,NA,2013.1,2013,2013,OK
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,10TH,2013-02-28,2,435,342,3,1,89,21,14,3,1,3,414,328,0,86,NA,NA,NA,NA,NA,2013.1,2013,2013,OK
OREGON,OREGON,OR,NINTH CIRCUIT,9TH,2013-02-28,2,940,743,2,2,193,26,19,2,2,3,914,724,0,190,NA,NA,NA,NA,NA,2013.1,2013,2013,OR
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,3RD,2013-02-28,2,932,573,20,0,339,47,23,20,0,4,885,550,0,335,NA,NA,NA,NA,NA,2013.1,2013,2013,PA
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,3RD,2013-02-28,2,535,353,2,0,180,14,9,2,0,3,521,344,0,177,NA,NA,NA,NA,NA,2013.1,2013,2013,PA
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,3RD,2013-02-28,2,666,460,11,1,194,31,16,10,1,4,635,444,1,190,NA,NA,NA,NA,NA,2013.1,2013,2013,PA
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,1ST,2013-02-28,2,857,306,11,3,537,34,19,10,3,2,823,287,1,535,NA,NA,NA,NA,NA,2013.1,2013,2013,NA
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,1ST,2013-02-28,2,257,232,0,0,25,7,7,0,0,0,250,225,0,25,NA,NA,NA,NA,NA,2013.1,2013,2013,RI
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,4TH,2013-02-28,2,592,243,8,0,341,14,8,6,0,0,578,235,2,341,NA,NA,NA,NA,NA,2013.1,2013,2013,SC
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,8TH,2013-02-28,2,101,90,0,1,10,6,2,0,1,3,95,88,0,7,NA,NA,NA,NA,NA,2013.1,2013,2013,SD
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,6TH,2013-02-28,2,1167,724,8,1,434,20,11,8,1,0,1147,713,0,434,NA,NA,NA,NA,NA,2013.1,2013,2013,TN
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,6TH,2013-02-28,2,1030,678,3,1,348,22,20,1,1,0,1008,658,2,348,NA,NA,NA,NA,NA,2013.1,2013,2013,TN
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,6TH,2013-02-28,2,1458,502,16,0,940,23,7,14,0,2,1435,495,2,938,NA,NA,NA,NA,NA,2013.1,2013,2013,TN
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,5TH,2013-02-28,2,498,211,7,0,280,28,20,7,0,1,470,191,0,279,NA,NA,NA,NA,NA,2013.1,2013,2013,TX
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,5TH,2013-02-28,2,1223,494,13,0,716,54,37,11,0,6,1169,457,2,710,NA,NA,NA,NA,NA,2013.1,2013,2013,TX
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,5TH,2013-02-28,2,879,310,8,0,561,43,30,8,0,5,836,280,0,556,NA,NA,NA,NA,NA,2013.1,2013,2013,TX
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,5TH,2013-02-28,2,822,418,17,0,387,53,32,15,0,6,769,386,2,381,NA,NA,NA,NA,NA,2013.1,2013,2013,TX
UTAH,UTAH,UT,TENTH CIRCUIT,10TH,2013-02-28,2,1009,639,2,0,368,24,18,2,0,4,985,621,0,364,NA,NA,NA,NA,NA,2013.1,2013,2013,UT
VERMONT,VERMONT,VT,SECOND CIRCUIT,2ND,2013-02-28,2,80,62,0,0,18,0,0,0,0,0,80,62,0,18,NA,NA,NA,NA,NA,2013.1,2013,2013,VT
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,4TH,2013-02-28,2,1586,966,10,0,610,24,16,7,0,1,1562,950,3,609,NA,NA,NA,NA,NA,2013.1,2013,2013,VA
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,4TH,2013-02-28,2,531,372,3,0,156,11,7,3,0,1,520,365,0,155,NA,NA,NA,NA,NA,2013.1,2013,2013,VA
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,3RD,2013-02-28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2013.1,2013,2013,NA
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,9TH,2013-02-28,2,485,386,5,0,94,15,10,4,0,1,470,376,1,93,NA,NA,NA,NA,NA,2013.1,2013,2013,WA
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,9TH,2013-02-28,2,1633,1290,9,0,332,48,38,6,0,2,1585,1252,3,330,NA,NA,NA,NA,NA,2013.1,2013,2013,WA
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,4TH,2013-02-28,2,130,106,0,0,24,3,3,0,0,0,127,103,0,24,NA,NA,NA,NA,NA,2013.1,2013,2013,WV
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,4TH,2013-02-28,2,170,148,1,0,21,5,4,1,0,0,165,144,0,21,NA,NA,NA,NA,NA,2013.1,2013,2013,WV
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,7TH,2013-02-28,2,1173,828,4,0,341,25,19,3,0,3,1148,809,1,338,NA,NA,NA,NA,NA,2013.1,2013,2013,WI
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,7TH,2013-02-28,2,467,393,3,2,69,24,18,2,2,2,443,375,1,67,NA,NA,NA,NA,NA,2013.1,2013,2013,WI
WYOMING,WYOMING,WY,TENTH CIRCUIT,10TH,2013-02-28,2,95,89,0,0,6,5,5,0,0,0,90,84,0,6,NA,NA,NA,NA,NA,2013.1,2013,2013,WY
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,11TH,2013-03-31,3,687,207,1,0,479,8,5,1,0,2,679,202,0,477,NA,NA,NA,NA,NA,2013.1,2013,2013,AL
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,11TH,2013-03-31,3,1405,782,6,1,616,29,21,6,1,1,1376,761,0,615,NA,NA,NA,NA,NA,2013.1,2013,2013,AL
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,11TH,2013-03-31,3,439,146,3,0,290,7,2,3,0,2,432,144,0,288,NA,NA,NA,NA,NA,2013.1,2013,2013,AL
ALASKA,ALASKA,AK,NINTH CIRCUIT,9TH,2013-03-31,3,49,35,1,0,13,3,1,1,0,1,46,34,0,12,NA,NA,NA,NA,NA,2013.1,2013,2013,AK
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,9TH,2013-03-31,3,2260,1962,25,1,272,56,33,19,1,3,2204,1929,6,269,NA,NA,NA,NA,NA,2013.1,2013,2013,AZ
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,8TH,2013-03-31,3,720,371,2,0,347,8,5,2,0,1,712,366,0,346,NA,NA,NA,NA,NA,2013.1,2013,2013,AR
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,8TH,2013-03-31,3,472,296,2,1,173,11,8,2,1,0,461,288,0,173,NA,NA,NA,NA,NA,2013.1,2013,2013,AR
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,9TH,2013-03-31,3,7684,6308,65,0,1311,238,178,50,0,10,7446,6130,15,1301,NA,NA,NA,NA,NA,2013.1,2013,2013,CA
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,9TH,2013-03-31,3,2912,2420,14,1,477,84,60,8,1,15,2828,2360,6,462,NA,NA,NA,NA,NA,2013.1,2013,2013,CA
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,9TH,2013-03-31,3,1989,1273,15,2,699,75,55,8,2,10,1914,1218,7,689,NA,NA,NA,NA,NA,2013.1,2013,2013,CA
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,9TH,2013-03-31,3,1254,1038,8,0,208,41,30,5,0,6,1213,1008,3,202,NA,NA,NA,NA,NA,2013.1,2013,2013,CA
COLORADO,COLORADO,CO,TENTH CIRCUIT,10TH,2013-03-31,3,2197,1888,9,1,299,53,41,8,1,3,2144,1847,1,296,NA,NA,NA,NA,NA,2013.1,2013,2013,CO
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,2ND,2013-03-31,3,637,538,8,0,91,32,22,8,0,2,605,516,0,89,NA,NA,NA,NA,NA,2013.1,2013,2013,CT
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,3RD,2013-03-31,3,283,156,63,0,64,70,7,63,0,0,213,149,0,64,NA,NA,NA,NA,NA,2013.1,2013,2013,DE
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,DC,2013-03-31,3,83,70,0,0,13,4,4,0,0,0,79,66,0,13,NA,NA,NA,NA,NA,2013.1,2013,2013,DC
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,11TH,2013-03-31,3,3863,2851,38,2,972,149,104,31,2,12,3714,2747,7,960,NA,NA,NA,NA,NA,2013.1,2013,2013,FL
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,11TH,2013-03-31,3,362,313,4,1,44,21,17,3,1,0,341,296,1,44,NA,NA,NA,NA,NA,2013.1,2013,2013,FL
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,11TH,2013-03-31,3,2683,1838,28,0,817,84,56,24,0,4,2599,1782,4,813,NA,NA,NA,NA,NA,2013.1,2013,2013,FL
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,11TH,2013-03-31,3,876,413,2,2,459,19,10,2,2,5,857,403,0,454,NA,NA,NA,NA,NA,2013.1,2013,2013,GA
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,11TH,2013-03-31,3,3931,2495,27,3,1406,107,74,27,3,3,3824,2421,0,1403,NA,NA,NA,NA,NA,2013.1,2013,2013,GA
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,11TH,2013-03-31,3,730,217,3,0,510,18,14,3,0,1,712,203,0,509,NA,NA,NA,NA,NA,2013.1,2013,2013,GA
GUAM,GUAM,GUAM,NINTH CIRCUIT,9TH,2013-03-31,3,22,17,0,0,4,1,0,0,0,0,21,17,0,4,NA,NA,NA,NA,NA,2013.1,2013,2013,NA
HAWAII,HAWAII,HI,NINTH CIRCUIT,9TH,2013-03-31,3,203,152,4,0,47,9,5,4,0,0,194,147,0,47,NA,NA,NA,NA,NA,2013.1,2013,2013,HI
IDAHO,IDAHO,ID,NINTH CIRCUIT,9TH,2013-03-31,3,577,521,3,1,52,16,13,2,1,0,561,508,1,52,NA,NA,NA,NA,NA,2013.1,2013,2013,ID
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,7TH,2013-03-31,3,938,654,6,0,278,16,10,5,0,1,922,644,1,277,NA,NA,NA,NA,NA,2013.1,2013,2013,IL
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,7TH,2013-03-31,3,5789,4004,41,0,1744,118,78,33,0,7,5671,3926,8,1737,NA,NA,NA,NA,NA,2013.1,2013,2013,IL
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,7TH,2013-03-31,3,475,323,6,0,146,14,6,6,0,2,461,317,0,144,NA,NA,NA,NA,NA,2013.1,2013,2013,IL
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,7TH,2013-03-31,3,1470,1216,2,0,252,17,12,2,0,3,1453,1204,0,249,NA,NA,NA,NA,NA,2013.1,2013,2013,IN
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,7TH,2013-03-31,3,2206,1661,13,0,532,36,21,13,0,2,2170,1640,0,530,NA,NA,NA,NA,NA,2013.1,2013,2013,IN
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,8TH,2013-03-31,3,209,196,0,1,12,8,6,0,1,1,201,190,0,11,NA,NA,NA,NA,NA,2013.1,2013,2013,IA
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,8TH,2013-03-31,3,421,384,0,0,37,16,16,0,0,0,405,368,0,37,NA,NA,NA,NA,NA,2013.1,2013,2013,IA
KANSAS,KANSAS,KS,TENTH CIRCUIT,10TH,2013-03-31,3,836,560,6,0,270,13,5,6,0,2,823,555,0,268,NA,NA,NA,NA,NA,2013.1,2013,2013,KS
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,6TH,2013-03-31,3,920,709,2,0,209,17,15,2,0,0,903,694,0,209,NA,NA,NA,NA,NA,2013.1,2013,2013,KY
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,6TH,2013-03-31,3,981,747,5,0,229,15,10,5,0,0,966,737,0,229,NA,NA,NA,NA,NA,2013.1,2013,2013,KY
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,5TH,2013-03-31,3,387,220,0,0,167,12,11,0,0,1,375,209,0,166,NA,NA,NA,NA,NA,2013.1,2013,2013,LA
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,5TH,2013-03-31,3,194,123,0,0,71,4,4,0,0,0,190,119,0,71,NA,NA,NA,NA,NA,2013.1,2013,2013,LA
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,5TH,2013-03-31,3,892,291,4,0,597,8,4,4,0,0,884,287,0,597,NA,NA,NA,NA,NA,2013.1,2013,2013,LA
MAINE,MAINE,ME,FIRST CIRCUIT,1ST,2013-03-31,3,230,186,4,0,40,16,9,4,0,3,214,177,0,37,NA,NA,NA,NA,NA,2013.1,2013,2013,ME
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,4TH,2013-03-31,3,2143,1725,13,0,405,48,32,12,0,4,2095,1693,1,401,NA,NA,NA,NA,NA,2013.1,2013,2013,MD
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,1ST,2013-03-31,3,1286,1025,15,1,245,32,18,11,1,2,1254,1007,4,243,NA,NA,NA,NA,NA,2013.1,2013,2013,MA
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,6TH,2013-03-31,3,3610,3022,20,1,567,53,32,18,1,2,3557,2990,2,565,NA,NA,NA,NA,NA,2013.1,2013,2013,MI
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,6TH,2013-03-31,3,1210,1034,5,0,171,46,38,5,0,3,1164,996,0,168,NA,NA,NA,NA,NA,2013.1,2013,2013,MI
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,8TH,2013-03-31,3,1415,1200,7,2,205,32,21,5,2,4,1383,1179,2,201,NA,NA,NA,NA,NA,2013.1,2013,2013,MN
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,5TH,2013-03-31,3,521,274,10,0,237,19,9,10,0,0,502,265,0,237,NA,NA,NA,NA,NA,2013.1,2013,2013,MS
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,5TH,2013-03-31,3,692,440,2,0,250,12,8,1,0,3,680,432,1,247,NA,NA,NA,NA,NA,2013.1,2013,2013,MS
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,8TH,2013-03-31,3,1474,1075,2,0,397,18,14,2,0,2,1456,1061,0,395,NA,NA,NA,NA,NA,2013.1,2013,2013,MO
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,8TH,2013-03-31,3,1109,834,5,1,269,17,9,4,1,3,1092,825,1,266,NA,NA,NA,NA,NA,2013.1,2013,2013,MO
MONTANA,MONTANA,MT,NINTH CIRCUIT,9TH,2013-03-31,3,209,184,1,0,24,7,5,1,0,1,202,179,0,23,NA,NA,NA,NA,NA,2013.1,2013,2013,MT
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,8TH,2013-03-31,3,538,389,2,1,146,13,10,2,1,0,525,379,0,146,NA,NA,NA,NA,NA,2013.1,2013,2013,NE
NEVADA,NEVADA,NV,NINTH CIRCUIT,9TH,2013-03-31,3,1397,1135,33,0,229,49,25,22,0,2,1348,1110,11,227,NA,NA,NA,NA,NA,2013.1,2013,2013,NV
