STATE,DISTRICT,DISTRICT_NS,CIRCUIT,CIRCUIT_NUM,DATE,month,TOTAL_FILINGS,CHAP_7,CHAP_11,CHAP_12,CHAP_13,TOTAL_BUSINESS_FILINGS,BCHAP_7,BCHAP_11,BCHAP_12,BCHAP_13,TOTAL_NON_BUSINESS_FILINGS,NBCHAP_7,NBCHAP_11,NBCHAP_13,TOTAL_OTHER,TOTAL_BCHAP_OTHER,CHAP_9,CHAP_15,OTHERS,QTR_ENDED,YEAR,FISCAL_YEAR,ST_ABRV
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,7TH,2018-04-30,4,911,683,4,0,224,9,5,4,0,0,902,678,0,224,NA,NA,NA,NA,NA,2018.2,2018,2018,IN
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,7TH,2018-04-30,4,1426,963,5,0,458,14,10,4,0,0,1412,953,1,458,NA,NA,NA,NA,NA,2018.2,2018,2018,IN
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,8TH,2018-04-30,4,166,147,0,1,18,9,7,0,1,1,157,140,0,17,NA,NA,NA,NA,NA,2018.2,2018,2018,IA
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,8TH,2018-04-30,4,309,274,3,0,32,12,9,3,0,0,297,265,0,32,NA,NA,NA,NA,NA,2018.2,2018,2018,IA
KANSAS,KANSAS,KS,TENTH CIRCUIT,10TH,2018-04-30,4,659,383,5,2,269,19,11,4,2,2,640,372,1,267,NA,NA,NA,NA,NA,2018.2,2018,2018,KS
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,6TH,2018-04-30,4,737,544,2,0,191,7,4,2,0,1,730,540,0,190,NA,NA,NA,NA,NA,2018.2,2018,2018,KY
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,6TH,2018-04-30,4,691,465,3,1,222,9,4,3,1,1,682,461,0,221,NA,NA,NA,NA,NA,2018.2,2018,2018,KY
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,5TH,2018-04-30,4,322,153,2,0,167,11,8,2,0,1,311,145,0,166,NA,NA,NA,NA,NA,2018.2,2018,2018,LA
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,5TH,2018-04-30,4,114,71,0,0,43,1,1,0,0,0,113,70,0,43,NA,NA,NA,NA,NA,2018.2,2018,2018,LA
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,5TH,2018-04-30,4,679,174,3,1,501,6,2,3,1,0,673,172,0,501,NA,NA,NA,NA,NA,2018.2,2018,2018,LA
MAINE,MAINE,ME,FIRST CIRCUIT,1ST,2018-04-30,4,145,122,0,1,22,4,2,0,1,1,141,120,0,21,NA,NA,NA,NA,NA,2018.2,2018,2018,ME
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,4TH,2018-04-30,4,1572,1042,11,0,519,31,19,10,0,2,1541,1023,1,517,NA,NA,NA,NA,NA,2018.2,2018,2018,MD
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,1ST,2018-04-30,4,745,478,9,0,258,28,22,5,0,1,717,456,4,257,NA,NA,NA,NA,NA,2018.2,2018,2018,MA
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,6TH,2018-04-30,4,2458,1982,14,0,462,32,16,14,0,2,2426,1966,0,460,NA,NA,NA,NA,NA,2018.2,2018,2018,MI
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,6TH,2018-04-30,4,553,456,0,0,97,8,8,0,0,0,545,448,0,97,NA,NA,NA,NA,NA,2018.2,2018,2018,MI
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,8TH,2018-04-30,4,988,794,2,0,192,20,16,2,0,2,968,778,0,190,NA,NA,NA,NA,NA,2018.2,2018,2018,MN
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,5TH,2018-04-30,4,472,217,0,0,255,5,3,0,0,2,467,214,0,253,NA,NA,NA,NA,NA,2018.2,2018,2018,MS
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,5TH,2018-04-30,4,668,373,1,1,293,13,9,1,1,2,655,364,0,291,NA,NA,NA,NA,NA,2018.2,2018,2018,MS
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,8TH,2018-04-30,4,999,707,2,0,290,15,13,1,0,1,984,694,1,289,NA,NA,NA,NA,NA,2018.2,2018,2018,MO
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,8TH,2018-04-30,4,683,471,5,0,207,14,6,5,0,3,669,465,0,204,NA,NA,NA,NA,NA,2018.2,2018,2018,MO
MONTANA,MONTANA,MT,NINTH CIRCUIT,9TH,2018-04-30,4,153,133,1,0,19,6,4,1,0,1,147,129,0,18,NA,NA,NA,NA,NA,2018.2,2018,2018,MT
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,8TH,2018-04-30,4,397,293,1,0,103,10,7,1,0,2,387,286,0,101,NA,NA,NA,NA,NA,2018.2,2018,2018,NE
NEVADA,NEVADA,NV,NINTH CIRCUIT,9TH,2018-04-30,4,855,701,11,0,143,23,17,5,0,1,832,684,6,142,NA,NA,NA,NA,NA,2018.2,2018,2018,NV
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1ST,2018-04-30,4,150,115,1,0,34,2,1,1,0,0,148,114,0,34,NA,NA,NA,NA,NA,2018.2,2018,2018,NH
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,3RD,2018-04-30,4,2514,1608,14,0,892,58,38,10,0,10,2456,1570,4,882,NA,NA,NA,NA,NA,2018.2,2018,2018,NJ
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,10TH,2018-04-30,4,271,242,2,0,27,6,4,2,0,0,265,238,0,27,NA,NA,NA,NA,NA,2018.2,2018,2018,NM
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,2ND,2018-04-30,4,1533,967,28,0,538,74,47,27,0,0,1459,920,1,538,NA,NA,NA,NA,NA,2018.2,2018,2018,NY
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,2ND,2018-04-30,4,603,487,2,0,114,4,2,2,0,0,599,485,0,114,NA,NA,NA,NA,NA,2018.2,2018,2018,NY
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,2ND,2018-04-30,4,728,547,29,1,149,45,17,23,1,2,683,530,6,147,NA,NA,NA,NA,NA,2018.2,2018,2018,NY
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,2ND,2018-04-30,4,405,288,10,1,106,18,6,10,1,1,387,282,0,105,NA,NA,NA,NA,NA,2018.2,2018,2018,NY
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,4TH,2018-04-30,4,575,195,4,0,376,13,7,4,0,2,562,188,0,374,NA,NA,NA,NA,NA,2018.2,2018,2018,NC
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,4TH,2018-04-30,4,310,130,2,0,178,9,5,2,0,2,301,125,0,176,NA,NA,NA,NA,NA,2018.2,2018,2018,NC
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,4TH,2018-04-30,4,324,180,2,1,140,7,1,2,1,2,317,179,0,138,NA,NA,NA,NA,NA,2018.2,2018,2018,NC
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,8TH,2018-04-30,4,79,72,0,0,7,2,2,0,0,0,77,70,0,7,NA,NA,NA,NA,NA,2018.2,2018,2018,ND
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,9TH,2018-04-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2018.2,2018,2018,NA
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,6TH,2018-04-30,4,1890,1563,2,0,325,24,20,2,0,2,1866,1543,0,323,NA,NA,NA,NA,NA,2018.2,2018,2018,OH
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,6TH,2018-04-30,4,1656,1191,0,1,464,22,14,0,1,7,1634,1177,0,457,NA,NA,NA,NA,NA,2018.2,2018,2018,OH
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,10TH,2018-04-30,4,130,117,0,0,13,1,1,0,0,0,129,116,0,13,NA,NA,NA,NA,NA,2018.2,2018,2018,OK
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,10TH,2018-04-30,4,269,239,0,0,30,3,3,0,0,0,266,236,0,30,NA,NA,NA,NA,NA,2018.2,2018,2018,OK
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,10TH,2018-04-30,4,554,456,1,0,97,12,10,1,0,1,542,446,0,96,NA,NA,NA,NA,NA,2018.2,2018,2018,OK
OREGON,OREGON,OR,NINTH CIRCUIT,9TH,2018-04-30,4,796,619,2,0,175,12,9,1,0,2,784,610,1,173,NA,NA,NA,NA,NA,2018.2,2018,2018,OR
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,3RD,2018-04-30,4,776,385,10,0,381,30,16,9,0,5,746,369,1,376,NA,NA,NA,NA,NA,2018.2,2018,2018,PA
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,3RD,2018-04-30,4,523,338,0,1,184,14,9,0,1,4,509,329,0,180,NA,NA,NA,NA,NA,2018.2,2018,2018,PA
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,3RD,2018-04-30,4,691,474,2,2,213,15,9,2,2,2,676,465,0,211,NA,NA,NA,NA,NA,2018.2,2018,2018,PA
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,1ST,2018-04-30,4,669,277,18,0,374,21,5,16,0,0,648,272,2,374,NA,NA,NA,NA,NA,2018.2,2018,2018,NA
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,1ST,2018-04-30,4,212,153,0,0,59,5,3,0,0,2,207,150,0,57,NA,NA,NA,NA,NA,2018.2,2018,2018,RI
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,4TH,2018-04-30,4,572,246,4,0,322,17,13,4,0,0,555,233,0,322,NA,NA,NA,NA,NA,2018.2,2018,2018,SC
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,8TH,2018-04-30,4,110,103,0,0,7,3,1,0,0,2,107,102,0,5,NA,NA,NA,NA,NA,2018.2,2018,2018,SD
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,6TH,2018-04-30,4,1035,635,1,1,398,8,5,1,1,1,1027,630,0,397,NA,NA,NA,NA,NA,2018.2,2018,2018,TN
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,6TH,2018-04-30,4,749,402,4,0,343,8,6,2,0,0,741,396,2,343,NA,NA,NA,NA,NA,2018.2,2018,2018,TN
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,6TH,2018-04-30,4,1122,316,2,1,803,7,4,2,1,0,1115,312,0,803,NA,NA,NA,NA,NA,2018.2,2018,2018,TN
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,5TH,2018-04-30,4,441,212,4,0,225,25,18,4,0,3,416,194,0,222,NA,NA,NA,NA,NA,2018.2,2018,2018,TX
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,5TH,2018-04-30,4,1085,522,16,1,546,56,40,12,1,3,1029,482,4,543,NA,NA,NA,NA,NA,2018.2,2018,2018,TX
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,5TH,2018-04-30,4,929,382,29,0,518,56,25,27,0,4,873,357,2,514,NA,NA,NA,NA,NA,2018.2,2018,2018,TX
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,5TH,2018-04-30,4,797,400,16,0,381,44,27,14,0,3,753,373,2,378,NA,NA,NA,NA,NA,2018.2,2018,2018,TX
UTAH,UTAH,UT,TENTH CIRCUIT,10TH,2018-04-30,4,871,555,2,0,314,13,9,2,0,2,858,546,0,312,NA,NA,NA,NA,NA,2018.2,2018,2018,UT
VERMONT,VERMONT,VT,SECOND CIRCUIT,2ND,2018-04-30,4,33,27,1,1,4,3,1,1,1,0,30,26,0,4,NA,NA,NA,NA,NA,2018.2,2018,2018,VT
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,4TH,2018-04-30,4,1622,940,9,0,673,35,28,4,0,3,1587,912,5,670,NA,NA,NA,NA,NA,2018.2,2018,2018,VA
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,4TH,2018-04-30,4,540,338,5,1,196,15,7,5,1,2,525,331,0,194,NA,NA,NA,NA,NA,2018.2,2018,2018,VA
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,3RD,2018-04-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2018.2,2018,2018,NA
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,9TH,2018-04-30,4,373,281,1,1,90,9,7,0,1,1,364,274,1,89,NA,NA,NA,NA,NA,2018.2,2018,2018,WA
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,9TH,2018-04-30,4,871,653,4,0,214,26,22,3,0,1,845,631,1,213,NA,NA,NA,NA,NA,2018.2,2018,2018,WA
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,4TH,2018-04-30,4,112,88,1,0,23,5,4,1,0,0,107,84,0,23,NA,NA,NA,NA,NA,2018.2,2018,2018,WV
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,4TH,2018-04-30,4,175,156,2,0,17,4,2,2,0,0,171,154,0,17,NA,NA,NA,NA,NA,2018.2,2018,2018,WV
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,7TH,2018-04-30,4,1395,987,0,1,407,12,10,0,1,1,1383,977,0,406,NA,NA,NA,NA,NA,2018.2,2018,2018,WI
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,7TH,2018-04-30,4,444,367,1,3,73,11,4,1,3,3,433,363,0,70,NA,NA,NA,NA,NA,2018.2,2018,2018,WI
WYOMING,WYOMING,WY,TENTH CIRCUIT,10TH,2018-04-30,4,129,119,2,0,8,11,9,2,0,0,118,110,0,8,NA,NA,NA,NA,NA,2018.2,2018,2018,WY
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,11TH,2018-05-31,5,636,146,0,0,490,7,7,0,0,0,629,139,0,490,NA,NA,NA,NA,NA,2018.2,2018,2018,AL
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,11TH,2018-05-31,5,1107,552,0,0,555,16,14,0,0,2,1091,538,0,553,NA,NA,NA,NA,NA,2018.2,2018,2018,AL
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,11TH,2018-05-31,5,429,119,0,0,310,1,1,0,0,0,428,118,0,310,NA,NA,NA,NA,NA,2018.2,2018,2018,AL
ALASKA,ALASKA,AK,NINTH CIRCUIT,9TH,2018-05-31,5,34,25,1,0,8,3,2,1,0,0,31,23,0,8,NA,NA,NA,NA,NA,2018.2,2018,2018,AK
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,9TH,2018-05-31,5,1558,1285,17,0,256,47,33,11,0,3,1511,1252,6,253,NA,NA,NA,NA,NA,2018.2,2018,2018,AZ
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,8TH,2018-05-31,5,618,312,0,0,306,10,7,0,0,3,608,305,0,303,NA,NA,NA,NA,NA,2018.2,2018,2018,AR
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,8TH,2018-05-31,5,341,181,0,2,158,12,8,0,2,2,329,173,0,156,NA,NA,NA,NA,NA,2018.2,2018,2018,AR
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,9TH,2018-05-31,5,3329,2614,36,0,679,123,91,21,0,11,3206,2523,15,668,NA,NA,NA,NA,NA,2018.2,2018,2018,CA
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,9TH,2018-05-31,5,1379,1062,5,1,311,31,20,5,1,5,1348,1042,0,306,NA,NA,NA,NA,NA,2018.2,2018,2018,CA
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,9TH,2018-05-31,5,749,427,8,0,314,43,32,5,0,6,706,395,3,308,NA,NA,NA,NA,NA,2018.2,2018,2018,CA
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,9TH,2018-05-31,5,732,602,3,0,127,30,21,3,0,6,702,581,0,121,NA,NA,NA,NA,NA,2018.2,2018,2018,CA
COLORADO,COLORADO,CO,TENTH CIRCUIT,10TH,2018-05-31,5,1115,874,12,0,229,42,28,12,0,2,1073,846,0,227,NA,NA,NA,NA,NA,2018.2,2018,2018,CO
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,2ND,2018-05-31,5,596,499,3,0,94,16,13,3,0,0,580,486,0,94,NA,NA,NA,NA,NA,2018.2,2018,2018,CT
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,3RD,2018-05-31,5,299,121,86,0,91,93,4,86,0,2,206,117,0,89,NA,NA,NA,NA,NA,2018.2,2018,2018,DE
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,DC,2018-05-31,5,84,52,2,0,30,3,2,1,0,0,81,50,1,30,NA,NA,NA,NA,NA,2018.2,2018,2018,DC
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,11TH,2018-05-31,5,2120,1522,14,0,584,75,59,11,0,5,2045,1463,3,579,NA,NA,NA,NA,NA,2018.2,2018,2018,FL
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,11TH,2018-05-31,5,250,205,3,0,42,14,11,3,0,0,236,194,0,42,NA,NA,NA,NA,NA,2018.2,2018,2018,FL
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,11TH,2018-05-31,5,1528,863,17,0,648,48,32,15,0,1,1480,831,2,647,NA,NA,NA,NA,NA,2018.2,2018,2018,FL
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,11TH,2018-05-31,5,703,258,2,3,440,15,10,2,3,0,688,248,0,440,NA,NA,NA,NA,NA,2018.2,2018,2018,GA
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,11TH,2018-05-31,5,2200,1268,12,0,920,49,36,12,0,1,2151,1232,0,919,NA,NA,NA,NA,NA,2018.2,2018,2018,GA
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,11TH,2018-05-31,5,524,124,1,0,399,9,5,1,0,3,515,119,0,396,NA,NA,NA,NA,NA,2018.2,2018,2018,GA
GUAM,GUAM,GUAM,NINTH CIRCUIT,9TH,2018-05-31,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,2018.2,2018,2018,NA
HAWAII,HAWAII,HI,NINTH CIRCUIT,9TH,2018-05-31,5,133,83,0,0,50,3,3,0,0,0,130,80,0,50,NA,NA,NA,NA,NA,2018.2,2018,2018,HI
IDAHO,IDAHO,ID,NINTH CIRCUIT,9TH,2018-05-31,5,348,313,2,0,33,6,3,2,0,1,342,310,0,32,NA,NA,NA,NA,NA,2018.2,2018,2018,ID
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,7TH,2018-05-31,5,484,378,0,0,106,6,4,0,0,2,478,374,0,104,NA,NA,NA,NA,NA,2018.2,2018,2018,IL
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,7TH,2018-05-31,5,3320,1921,11,2,1386,66,48,11,2,5,3254,1873,0,1381,NA,NA,NA,NA,NA,2018.2,2018,2018,IL
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,7TH,2018-05-31,5,320,217,3,1,99,8,3,3,1,1,312,214,0,98,NA,NA,NA,NA,NA,2018.2,2018,2018,IL
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,7TH,2018-05-31,5,923,658,2,0,263,6,4,2,0,0,917,654,0,263,NA,NA,NA,NA,NA,2018.2,2018,2018,IN
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,7TH,2018-05-31,5,1344,902,1,3,438,15,8,1,3,3,1329,894,0,435,NA,NA,NA,NA,NA,2018.2,2018,2018,IN
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,8TH,2018-05-31,5,180,169,0,2,9,7,5,0,2,0,173,164,0,9,NA,NA,NA,NA,NA,2018.2,2018,2018,IA
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,8TH,2018-05-31,5,271,239,0,1,31,10,9,0,1,0,261,230,0,31,NA,NA,NA,NA,NA,2018.2,2018,2018,IA
KANSAS,KANSAS,KS,TENTH CIRCUIT,10TH,2018-05-31,5,668,378,1,4,285,15,9,1,4,1,653,369,0,284,NA,NA,NA,NA,NA,2018.2,2018,2018,KS
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,6TH,2018-05-31,5,709,481,0,1,227,6,5,0,1,0,703,476,0,227,NA,NA,NA,NA,NA,2018.2,2018,2018,KY
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,6TH,2018-05-31,5,614,385,1,0,228,3,2,1,0,0,611,383,0,228,NA,NA,NA,NA,NA,2018.2,2018,2018,KY
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,5TH,2018-05-31,5,277,134,3,0,139,13,8,3,0,1,264,126,0,138,NA,NA,NA,NA,NA,2018.2,2018,2018,LA
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,5TH,2018-05-31,5,145,77,0,0,68,2,2,0,0,0,143,75,0,68,NA,NA,NA,NA,NA,2018.2,2018,2018,LA
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,5TH,2018-05-31,5,727,156,5,1,565,9,3,5,1,0,718,153,0,565,NA,NA,NA,NA,NA,2018.2,2018,2018,LA
MAINE,MAINE,ME,FIRST CIRCUIT,1ST,2018-05-31,5,148,130,0,1,17,7,4,0,1,2,141,126,0,15,NA,NA,NA,NA,NA,2018.2,2018,2018,ME
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,4TH,2018-05-31,5,1605,1059,10,2,534,45,25,9,2,9,1560,1034,1,525,NA,NA,NA,NA,NA,2018.2,2018,2018,MD
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,1ST,2018-05-31,5,817,497,10,2,308,36,22,6,2,6,781,475,4,302,NA,NA,NA,NA,NA,2018.2,2018,2018,MA
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,6TH,2018-05-31,5,2145,1627,10,0,508,24,10,10,0,4,2121,1617,0,504,NA,NA,NA,NA,NA,2018.2,2018,2018,MI
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,6TH,2018-05-31,5,527,416,1,1,109,10,7,1,1,1,517,409,0,108,NA,NA,NA,NA,NA,2018.2,2018,2018,MI
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,8TH,2018-05-31,5,936,768,2,3,163,30,24,2,3,1,906,744,0,162,NA,NA,NA,NA,NA,2018.2,2018,2018,MN
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,5TH,2018-05-31,5,456,207,0,0,249,3,2,0,0,1,453,205,0,248,NA,NA,NA,NA,NA,2018.2,2018,2018,MS
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,5TH,2018-05-31,5,658,339,4,0,315,13,8,3,0,2,645,331,1,313,NA,NA,NA,NA,NA,2018.2,2018,2018,MS
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,8TH,2018-05-31,5,887,598,0,2,287,10,7,0,2,1,877,591,0,286,NA,NA,NA,NA,NA,2018.2,2018,2018,MO
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,8TH,2018-05-31,5,640,451,2,2,185,17,12,1,2,2,623,439,1,183,NA,NA,NA,NA,NA,2018.2,2018,2018,MO
MONTANA,MONTANA,MT,NINTH CIRCUIT,9TH,2018-05-31,5,129,109,0,1,19,4,2,0,1,1,125,107,0,18,NA,NA,NA,NA,NA,2018.2,2018,2018,MT
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,8TH,2018-05-31,5,370,253,2,4,111,7,1,2,4,0,363,252,0,111,NA,NA,NA,NA,NA,2018.2,2018,2018,NE
NEVADA,NEVADA,NV,NINTH CIRCUIT,9TH,2018-05-31,5,862,692,20,0,150,33,21,12,0,0,829,671,8,150,NA,NA,NA,NA,NA,2018.2,2018,2018,NV
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1ST,2018-05-31,5,180,130,1,0,49,8,3,1,0,4,172,127,0,45,NA,NA,NA,NA,NA,2018.2,2018,2018,NH
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,3RD,2018-05-31,5,2328,1358,39,0,931,66,33,29,0,4,2262,1325,10,927,NA,NA,NA,NA,NA,2018.2,2018,2018,NJ
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,10TH,2018-05-31,5,305,269,4,0,32,8,4,4,0,0,297,265,0,32,NA,NA,NA,NA,NA,2018.2,2018,2018,NM
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,2ND,2018-05-31,5,1484,893,39,0,552,79,47,32,0,0,1405,846,7,552,NA,NA,NA,NA,NA,2018.2,2018,2018,NY
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,2ND,2018-05-31,5,556,429,2,0,125,8,6,2,0,0,548,423,0,125,NA,NA,NA,NA,NA,2018.2,2018,2018,NY
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,2ND,2018-05-31,5,840,596,82,2,158,105,22,76,2,3,735,574,6,155,NA,NA,NA,NA,NA,2018.2,2018,2018,NY
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,2ND,2018-05-31,5,351,259,2,1,89,11,8,2,1,0,340,251,0,89,NA,NA,NA,NA,NA,2018.2,2018,2018,NY
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,4TH,2018-05-31,5,599,241,11,0,347,25,12,9,0,4,574,229,2,343,NA,NA,NA,NA,NA,2018.2,2018,2018,NC
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,4TH,2018-05-31,5,337,159,0,0,178,6,5,0,0,1,331,154,0,177,NA,NA,NA,NA,NA,2018.2,2018,2018,NC
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,4TH,2018-05-31,5,353,195,3,0,155,6,1,3,0,2,347,194,0,153,NA,NA,NA,NA,NA,2018.2,2018,2018,NC
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,8TH,2018-05-31,5,89,76,0,1,12,2,1,0,1,0,87,75,0,12,NA,NA,NA,NA,NA,2018.2,2018,2018,ND
