STATE,DISTRICT,DISTRICT_NS,CIRCUIT,CIRCUIT_NUM,DATE,TOTAL_FILINGS,CHAP_7,CHAP_11,CHAP_12,CHAP_13,TOTAL_BUSINESS_FILINGS,BCHAP_7,BCHAP_11,BCHAP_12,BCHAP_13,TOTAL_NON_BUSINESS_FILINGS,NBCHAP_7,NBCHAP_11,NBCHAP_13,CHAP_9,CHAP_15,TOTAL_OTHER,TOTAL_BCHAP_OTHER,impute,YEAR,QTR_ENDED,FISCAL_YEAR,ST_ABRV
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,11TH,1998-06-30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998,06/30/98,1998,FL
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,11TH,1998-06-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,06/30/98,1998,FL
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,11TH,1998-06-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,06/30/98,1998,FL
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,11TH,1998-06-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,06/30/98,1998,GA
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,11TH,1998-06-30,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1998,06/30/98,1998,GA
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,11TH,1998-06-30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998,06/30/98,1998,GA
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,DC,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,DC
MAINE,MAINE,ME,FIRST CIRCUIT,1ST,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,ME
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,1ST,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,MA
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1ST,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,NH
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,1ST,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,RI
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,1ST,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,PR
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,2ND,1998-09-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,09/30/98,1998,CT
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,2ND,1998-09-30,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1998,09/30/98,1998,NY
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,2ND,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,NY
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,2ND,1998-09-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,09/30/98,1998,NY
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,2ND,1998-09-30,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1998,09/30/98,1998,NY
VERMONT,VERMONT,VT,SECOND CIRCUIT,2ND,1998-09-30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998,09/30/98,1998,VT
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,3RD,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,DE
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,3RD,1998-09-30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998,09/30/98,1998,NJ
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,3RD,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,PA
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,3RD,1998-09-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,09/30/98,1998,PA
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,3RD,1998-09-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,09/30/98,1998,PA
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,3RD,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,VI
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,4TH,1998-09-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,09/30/98,1998,MD
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,4TH,1998-09-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,09/30/98,1998,NC
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,4TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,NC
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,4TH,1998-09-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,09/30/98,1998,NC
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,4TH,1998-09-30,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1998,09/30/98,1998,SC
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,4TH,1998-09-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,09/30/98,1998,VA
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,4TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,VA
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,4TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,WV
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,4TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,WV
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,5TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,LA
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,5TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,LA
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,5TH,1998-09-30,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1998,09/30/98,1998,LA
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,5TH,1998-09-30,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1998,09/30/98,1998,MS
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,5TH,1998-09-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,09/30/98,1998,MS
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,5TH,1998-09-30,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1998,09/30/98,1998,TX
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,5TH,1998-09-30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998,09/30/98,1998,TX
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,5TH,1998-09-30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998,09/30/98,1998,TX
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,5TH,1998-09-30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998,09/30/98,1998,TX
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,6TH,1998-09-30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998,09/30/98,1998,KY
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,6TH,1998-09-30,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1998,09/30/98,1998,KY
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,6TH,1998-09-30,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1998,09/30/98,1998,MI
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,6TH,1998-09-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,09/30/98,1998,MI
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,6TH,1998-09-30,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1998,09/30/98,1998,OH
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,6TH,1998-09-30,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1998,09/30/98,1998,OH
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,6TH,1998-09-30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998,09/30/98,1998,TN
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,6TH,1998-09-30,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1998,09/30/98,1998,TN
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,6TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,TN
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,7TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,IL
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,7TH,1998-09-30,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1998,09/30/98,1998,IL
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,7TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,IL
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,7TH,1998-09-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,09/30/98,1998,IN
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,7TH,1998-09-30,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1998,09/30/98,1998,IN
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,7TH,1998-09-30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998,09/30/98,1998,WI
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,7TH,1998-09-30,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1998,09/30/98,1998,WI
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,8TH,1998-09-30,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1998,09/30/98,1998,AR
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,8TH,1998-09-30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998,09/30/98,1998,AR
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,8TH,1998-09-30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998,09/30/98,1998,IA
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,8TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,IA
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,8TH,1998-09-30,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1998,09/30/98,1998,MN
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,8TH,1998-09-30,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1998,09/30/98,1998,MO
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,8TH,1998-09-30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998,09/30/98,1998,MO
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,8TH,1998-09-30,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1998,09/30/98,1998,NE
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,8TH,1998-09-30,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1998,09/30/98,1998,ND
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,8TH,1998-09-30,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1998,09/30/98,1998,SD
ALASKA,ALASKA,AK,NINTH CIRCUIT,9TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,AK
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,9TH,1998-09-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,09/30/98,1998,AZ
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,9TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,CA
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,9TH,1998-09-30,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1998,09/30/98,1998,CA
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,9TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,CA
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,9TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,CA
HAWAII,HAWAII,HI,NINTH CIRCUIT,9TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,HI
IDAHO,IDAHO,ID,NINTH CIRCUIT,9TH,1998-09-30,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1998,09/30/98,1998,ID
MONTANA,MONTANA,MT,NINTH CIRCUIT,9TH,1998-09-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,09/30/98,1998,MT
NEVADA,NEVADA,NV,NINTH CIRCUIT,9TH,1998-09-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,09/30/98,1998,NV
OREGON,OREGON,OR,NINTH CIRCUIT,9TH,1998-09-30,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1998,09/30/98,1998,OR
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,9TH,1998-09-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,09/30/98,1998,WA
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,9TH,1998-09-30,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1998,09/30/98,1998,WA
GUAM,GUAM,GUAM,NINTH CIRCUIT,9TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,GU
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,9TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,NMI
COLORADO,COLORADO,CO,TENTH CIRCUIT,10TH,1998-09-30,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1998,09/30/98,1998,CO
KANSAS,KANSAS,KS,TENTH CIRCUIT,10TH,1998-09-30,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1998,09/30/98,1998,KS
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,10TH,1998-09-30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998,09/30/98,1998,NM
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,10TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,OK
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,10TH,1998-09-30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998,09/30/98,1998,OK
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,10TH,1998-09-30,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1998,09/30/98,1998,OK
UTAH,UTAH,UT,TENTH CIRCUIT,10TH,1998-09-30,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1998,09/30/98,1998,UT
WYOMING,WYOMING,WY,TENTH CIRCUIT,10TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,WY
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,11TH,1998-09-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,09/30/98,1998,AL
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,11TH,1998-09-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,09/30/98,1998,AL
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,11TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,AL
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,11TH,1998-09-30,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1998,09/30/98,1998,FL
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,11TH,1998-09-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,09/30/98,1998,FL
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,11TH,1998-09-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,09/30/98,1998,FL
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,11TH,1998-09-30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998,09/30/98,1998,GA
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,11TH,1998-09-30,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1998,09/30/98,1998,GA
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,11TH,1998-09-30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,09/30/98,1998,GA
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,DC,1998-12-31,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,12/31/98,1999,DC
MAINE,MAINE,ME,FIRST CIRCUIT,1ST,1998-12-31,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,12/31/98,1999,ME
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,1ST,1998-12-31,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,12/31/98,1999,MA
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1ST,1998-12-31,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,12/31/98,1999,NH
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,1ST,1998-12-31,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,12/31/98,1999,RI
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,1ST,1998-12-31,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,12/31/98,1999,PR
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,2ND,1998-12-31,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,12/31/98,1999,CT
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,2ND,1998-12-31,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1998,12/31/98,1999,NY
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,2ND,1998-12-31,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,12/31/98,1999,NY
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,2ND,1998-12-31,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998,12/31/98,1999,NY
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,2ND,1998-12-31,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,12/31/98,1999,NY
VERMONT,VERMONT,VT,SECOND CIRCUIT,2ND,1998-12-31,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,12/31/98,1999,VT
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,3RD,1998-12-31,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,12/31/98,1999,DE
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,3RD,1998-12-31,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998,12/31/98,1999,NJ
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,3RD,1998-12-31,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1998,12/31/98,1999,PA
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,3RD,1998-12-31,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1998,12/31/98,1999,PA
