STATE,DISTRICT,DISTRICT_NS,CIRCUIT,CIRCUIT_NUM,DATE,TOTAL_FILINGS,CHAP_7,CHAP_11,CHAP_12,CHAP_13,TOTAL_BUSINESS_FILINGS,BCHAP_7,BCHAP_11,BCHAP_12,BCHAP_13,TOTAL_NON_BUSINESS_FILINGS,NBCHAP_7,NBCHAP_11,NBCHAP_13,CHAP_9,CHAP_15,TOTAL_OTHER,TOTAL_BCHAP_OTHER,impute,YEAR,QTR_ENDED,FISCAL_YEAR,ST_ABRV
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,1ST,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1987,03/31/87,1987,RI
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,1ST,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1987,03/31/87,1987,PR
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,2ND,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1987,03/31/87,1987,CT
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,2ND,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1987,03/31/87,1987,NY
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,2ND,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1987,03/31/87,1987,NY
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,2ND,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1987,03/31/87,1987,NY
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,2ND,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1987,03/31/87,1987,NY
VERMONT,VERMONT,VT,SECOND CIRCUIT,2ND,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1987,03/31/87,1987,VT
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,3RD,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1987,03/31/87,1987,DE
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,3RD,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1987,03/31/87,1987,NJ
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,3RD,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1987,03/31/87,1987,PA
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,3RD,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1987,03/31/87,1987,PA
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,3RD,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1987,03/31/87,1987,PA
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,3RD,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1987,03/31/87,1987,VI
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,4TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1987,03/31/87,1987,MD
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,4TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,1987,03/31/87,1987,NC
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,4TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1987,03/31/87,1987,NC
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,4TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1987,03/31/87,1987,NC
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,4TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1987,03/31/87,1987,SC
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,4TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1987,03/31/87,1987,VA
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,4TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1987,03/31/87,1987,VA
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,4TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1987,03/31/87,1987,WV
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,4TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1987,03/31/87,1987,WV
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,5TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1987,03/31/87,1987,LA
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,5TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1987,03/31/87,1987,LA
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,5TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,1987,03/31/87,1987,LA
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,5TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1987,03/31/87,1987,MS
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,5TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1987,03/31/87,1987,MS
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,5TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1987,03/31/87,1987,TX
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,5TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1987,03/31/87,1987,TX
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,5TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1987,03/31/87,1987,TX
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,5TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1987,03/31/87,1987,TX
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,6TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1987,03/31/87,1987,KY
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,6TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1987,03/31/87,1987,KY
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,6TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1987,03/31/87,1987,MI
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,6TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1987,03/31/87,1987,MI
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,6TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1987,03/31/87,1987,OH
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,6TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,1987,03/31/87,1987,OH
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,6TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1987,03/31/87,1987,TN
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,6TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1987,03/31/87,1987,TN
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,6TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1987,03/31/87,1987,TN
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,7TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1987,03/31/87,1987,IL
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,7TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1987,03/31/87,1987,IL
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,7TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1987,03/31/87,1987,IL
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,7TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,1987,03/31/87,1987,IN
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,7TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,1987,03/31/87,1987,IN
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,7TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1987,03/31/87,1987,WI
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,7TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1987,03/31/87,1987,WI
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,8TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1987,03/31/87,1987,AR
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,8TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1987,03/31/87,1987,AR
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,8TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,1987,03/31/87,1987,IA
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,8TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1987,03/31/87,1987,IA
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,8TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,1987,03/31/87,1987,MN
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,8TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1987,03/31/87,1987,MO
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,8TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,1987,03/31/87,1987,MO
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,8TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,1987,03/31/87,1987,NE
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,8TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,1987,03/31/87,1987,ND
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,8TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,1987,03/31/87,1987,SD
ALASKA,ALASKA,AK,NINTH CIRCUIT,9TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1987,03/31/87,1987,AK
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,9TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1987,03/31/87,1987,AZ
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,9TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1987,03/31/87,1987,CA
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,9TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1987,03/31/87,1987,CA
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,9TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1987,03/31/87,1987,CA
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,9TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1987,03/31/87,1987,CA
HAWAII,HAWAII,HI,NINTH CIRCUIT,9TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1987,03/31/87,1987,HI
IDAHO,IDAHO,ID,NINTH CIRCUIT,9TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,1987,03/31/87,1987,ID
MONTANA,MONTANA,MT,NINTH CIRCUIT,9TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1987,03/31/87,1987,MT
NEVADA,NEVADA,NV,NINTH CIRCUIT,9TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1987,03/31/87,1987,NV
OREGON,OREGON,OR,NINTH CIRCUIT,9TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1987,03/31/87,1987,OR
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,9TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,1987,03/31/87,1987,WA
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,9TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1987,03/31/87,1987,WA
GUAM,GUAM,GUAM,NINTH CIRCUIT,9TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1987,03/31/87,1987,GU
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,9TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1987,03/31/87,1987,NMI
COLORADO,COLORADO,CO,TENTH CIRCUIT,10TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,1987,03/31/87,1987,CO
KANSAS,KANSAS,KS,TENTH CIRCUIT,10TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,1987,03/31/87,1987,KS
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,10TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1987,03/31/87,1987,NM
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,10TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1987,03/31/87,1987,OK
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,10TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1987,03/31/87,1987,OK
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,10TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,1987,03/31/87,1987,OK
UTAH,UTAH,UT,TENTH CIRCUIT,10TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1987,03/31/87,1987,UT
WYOMING,WYOMING,WY,TENTH CIRCUIT,10TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1987,03/31/87,1987,WY
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,11TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1987,03/31/87,1987,AL
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,11TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1987,03/31/87,1987,AL
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,11TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1987,03/31/87,1987,AL
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,11TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1987,03/31/87,1987,FL
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,11TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1987,03/31/87,1987,FL
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,11TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1987,03/31/87,1987,FL
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,11TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1987,03/31/87,1987,GA
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,11TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1987,03/31/87,1987,GA
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,11TH,1987-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1987,03/31/87,1987,GA
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,DC,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1987,06/30/87,1987,DC
MAINE,MAINE,ME,FIRST CIRCUIT,1ST,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1987,06/30/87,1987,ME
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,1ST,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1987,06/30/87,1987,MA
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1ST,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1987,06/30/87,1987,NH
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,1ST,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1987,06/30/87,1987,RI
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,1ST,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1987,06/30/87,1987,PR
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,2ND,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1987,06/30/87,1987,CT
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,2ND,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1987,06/30/87,1987,NY
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,2ND,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1987,06/30/87,1987,NY
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,2ND,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1987,06/30/87,1987,NY
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,2ND,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1987,06/30/87,1987,NY
VERMONT,VERMONT,VT,SECOND CIRCUIT,2ND,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1987,06/30/87,1987,VT
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,3RD,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1987,06/30/87,1987,DE
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,3RD,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1987,06/30/87,1987,NJ
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,3RD,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1987,06/30/87,1987,PA
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,3RD,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1987,06/30/87,1987,PA
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,3RD,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1987,06/30/87,1987,PA
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,3RD,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1987,06/30/87,1987,VI
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,4TH,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1987,06/30/87,1987,MD
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,4TH,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1987,06/30/87,1987,NC
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,4TH,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1987,06/30/87,1987,NC
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,4TH,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1987,06/30/87,1987,NC
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,4TH,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1987,06/30/87,1987,SC
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,4TH,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1987,06/30/87,1987,VA
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,4TH,1987-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1987,06/30/87,1987,VA
