STATE,DISTRICT,DISTRICT_NS,CIRCUIT,CHAP_12,QTR_ENDED,DATE
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,14,06/30/89,1989-06-30
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,3,06/30/89,1989-06-30
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,5,06/30/89,1989-06-30
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,2,06/30/89,1989-06-30
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,1,06/30/89,1989-06-30
,TOTAL,,FIFTH CIRCUIT,175,06/30/89,1989-06-30
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,0,06/30/89,1989-06-30
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,1,06/30/89,1989-06-30
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,53,06/30/89,1989-06-30
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,23,06/30/89,1989-06-30
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,8,06/30/89,1989-06-30
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,56,06/30/89,1989-06-30
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,11,06/30/89,1989-06-30
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,4,06/30/89,1989-06-30
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,19,06/30/89,1989-06-30
,TOTAL,,SIXTH CIRCUIT,202,06/30/89,1989-06-30
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,5,06/30/89,1989-06-30
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,12,06/30/89,1989-06-30
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,50,06/30/89,1989-06-30
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,12,06/30/89,1989-06-30
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,32,06/30/89,1989-06-30
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,56,06/30/89,1989-06-30
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,9,06/30/89,1989-06-30
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,14,06/30/89,1989-06-30
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,12,06/30/89,1989-06-30
,TOTAL,,SEVENTH CIRCUIT,203,06/30/89,1989-06-30
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,19,06/30/89,1989-06-30
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,60,06/30/89,1989-06-30
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,19,06/30/89,1989-06-30
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,28,06/30/89,1989-06-30
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,32,06/30/89,1989-06-30
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,9,06/30/89,1989-06-30
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,36,06/30/89,1989-06-30
,TOTAL,,EIGHTH CIRCUIT,432,06/30/89,1989-06-30
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,28,06/30/89,1989-06-30
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,7,06/30/89,1989-06-30
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,21,06/30/89,1989-06-30
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,17,06/30/89,1989-06-30
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,58,06/30/89,1989-06-30
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,25,06/30/89,1989-06-30
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,42,06/30/89,1989-06-30
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,90,06/30/89,1989-06-30
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,66,06/30/89,1989-06-30
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,78,06/30/89,1989-06-30
,TOTAL,,NINTH CIRCUIT,315,06/30/89,1989-06-30
ALASKA,ALASKA,AK,NINTH CIRCUIT,2,06/30/89,1989-06-30
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,8,06/30/89,1989-06-30
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,3,06/30/89,1989-06-30
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,81,06/30/89,1989-06-30
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,3,06/30/89,1989-06-30
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,2,06/30/89,1989-06-30
HAWAII,HAWAII,HI,NINTH CIRCUIT,0,06/30/89,1989-06-30
IDAHO,IDAHO,ID,NINTH CIRCUIT,41,06/30/89,1989-06-30
MONTANA,MONTANA,MT,NINTH CIRCUIT,68,06/30/89,1989-06-30
NEVADA,NEVADA,NV,NINTH CIRCUIT,4,06/30/89,1989-06-30
OREGON,OREGON,OR,NINTH CIRCUIT,38,06/30/89,1989-06-30
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,58,06/30/89,1989-06-30
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,7,06/30/89,1989-06-30
GUAM,GUAM,GUAM,NINTH CIRCUIT,0,06/30/89,1989-06-30
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,0,06/30/89,1989-06-30
,TOTAL,,TENTH CIRCUIT,209,06/30/89,1989-06-30
COLORADO,COLORADO,CO,TENTH CIRCUIT,52,06/30/89,1989-06-30
KANSAS,KANSAS,KS,TENTH CIRCUIT,42,06/30/89,1989-06-30
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,13,06/30/89,1989-06-30
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,6,06/30/89,1989-06-30
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,15,06/30/89,1989-06-30
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,62,06/30/89,1989-06-30
UTAH,UTAH,UT,TENTH CIRCUIT,7,06/30/89,1989-06-30
WYOMING,WYOMING,WY,TENTH CIRCUIT,12,06/30/89,1989-06-30
,TOTAL,,ELEVENTH CIRCUIT,94,06/30/89,1989-06-30
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,7,06/30/89,1989-06-30
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,9,06/30/89,1989-06-30
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,4,06/30/89,1989-06-30
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,7,06/30/89,1989-06-30
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,11,06/30/89,1989-06-30
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,0,06/30/89,1989-06-30
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,1,06/30/89,1989-06-30
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,45,06/30/89,1989-06-30
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,10,06/30/89,1989-06-30
,TOTAL,,TOTAL,1833,03/31/89,1989-03-31
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,0,03/31/89,1989-03-31
,TOTAL,,FIRST CIRCUIT,7,03/31/89,1989-03-31
MAINE,MAINE,ME,FIRST CIRCUIT,1,03/31/89,1989-03-31
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,0,03/31/89,1989-03-31
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,0,03/31/89,1989-03-31
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,0,03/31/89,1989-03-31
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,6,03/31/89,1989-03-31
,TOTAL,,SECOND CIRCUIT,28,03/31/89,1989-03-31
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,0,03/31/89,1989-03-31
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,16,03/31/89,1989-03-31
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,3,03/31/89,1989-03-31
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,0,03/31/89,1989-03-31
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,6,03/31/89,1989-03-31
VERMONT,VERMONT,VT,SECOND CIRCUIT,3,03/31/89,1989-03-31
,TOTAL,,THIRD CIRCUIT,10,03/31/89,1989-03-31
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,0,03/31/89,1989-03-31
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,5,03/31/89,1989-03-31
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,0,03/31/89,1989-03-31
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,3,03/31/89,1989-03-31
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,2,03/31/89,1989-03-31
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,0,03/31/89,1989-03-31
,TOTAL,,FOURTH CIRCUIT,52,03/31/89,1989-03-31
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,2,03/31/89,1989-03-31
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,13,03/31/89,1989-03-31
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,6,03/31/89,1989-03-31
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,4,03/31/89,1989-03-31
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,15,03/31/89,1989-03-31
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,5,03/31/89,1989-03-31
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,3,03/31/89,1989-03-31
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,3,03/31/89,1989-03-31
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,1,03/31/89,1989-03-31
,TOTAL,,FIFTH CIRCUIT,189,03/31/89,1989-03-31
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,0,03/31/89,1989-03-31
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,2,03/31/89,1989-03-31
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,62,03/31/89,1989-03-31
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,18,03/31/89,1989-03-31
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,7,03/31/89,1989-03-31
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,62,03/31/89,1989-03-31
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,13,03/31/89,1989-03-31
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,10,03/31/89,1989-03-31
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,15,03/31/89,1989-03-31
,TOTAL,,SIXTH CIRCUIT,220,03/31/89,1989-03-31
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,6,03/31/89,1989-03-31
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,19,03/31/89,1989-03-31
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,54,03/31/89,1989-03-31
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,14,03/31/89,1989-03-31
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,32,03/31/89,1989-03-31
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,62,03/31/89,1989-03-31
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,6,03/31/89,1989-03-31
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,12,03/31/89,1989-03-31
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,15,03/31/89,1989-03-31
,TOTAL,,SEVENTH CIRCUIT,230,03/31/89,1989-03-31
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,14,03/31/89,1989-03-31
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,64,03/31/89,1989-03-31
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,19,03/31/89,1989-03-31
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,37,03/31/89,1989-03-31
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,43,03/31/89,1989-03-31
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,9,03/31/89,1989-03-31
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,44,03/31/89,1989-03-31
,TOTAL,,EIGHTH CIRCUIT,475,03/31/89,1989-03-31
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,28,03/31/89,1989-03-31
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,10,03/31/89,1989-03-31
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,27,03/31/89,1989-03-31
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,21,03/31/89,1989-03-31
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,58,03/31/89,1989-03-31
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,30,03/31/89,1989-03-31
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,54,03/31/89,1989-03-31
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,102,03/31/89,1989-03-31
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,65,03/31/89,1989-03-31
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,80,03/31/89,1989-03-31
,TOTAL,,NINTH CIRCUIT,328,03/31/89,1989-03-31
ALASKA,ALASKA,AK,NINTH CIRCUIT,2,03/31/89,1989-03-31
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,10,03/31/89,1989-03-31
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,6,03/31/89,1989-03-31
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,75,03/31/89,1989-03-31
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,5,03/31/89,1989-03-31
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,2,03/31/89,1989-03-31
HAWAII,HAWAII,HI,NINTH CIRCUIT,0,03/31/89,1989-03-31
IDAHO,IDAHO,ID,NINTH CIRCUIT,41,03/31/89,1989-03-31
MONTANA,MONTANA,MT,NINTH CIRCUIT,79,03/31/89,1989-03-31
NEVADA,NEVADA,NV,NINTH CIRCUIT,7,03/31/89,1989-03-31
OREGON,OREGON,OR,NINTH CIRCUIT,39,03/31/89,1989-03-31
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,58,03/31/89,1989-03-31
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,4,03/31/89,1989-03-31
GUAM,GUAM,GUAM,NINTH CIRCUIT,0,03/31/89,1989-03-31
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,0,03/31/89,1989-03-31
,TOTAL,,TENTH CIRCUIT,212,03/31/89,1989-03-31
COLORADO,COLORADO,CO,TENTH CIRCUIT,57,03/31/89,1989-03-31
KANSAS,KANSAS,KS,TENTH CIRCUIT,46,03/31/89,1989-03-31
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,12,03/31/89,1989-03-31
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,4,03/31/89,1989-03-31
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,12,03/31/89,1989-03-31
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,56,03/31/89,1989-03-31
UTAH,UTAH,UT,TENTH CIRCUIT,11,03/31/89,1989-03-31
WYOMING,WYOMING,WY,TENTH CIRCUIT,14,03/31/89,1989-03-31
,TOTAL,,ELEVENTH CIRCUIT,82,03/31/89,1989-03-31
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,9,03/31/89,1989-03-31
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,8,03/31/89,1989-03-31
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,3,03/31/89,1989-03-31
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,8,03/31/89,1989-03-31
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,10,03/31/89,1989-03-31
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,0,03/31/89,1989-03-31
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,0,03/31/89,1989-03-31
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,34,03/31/89,1989-03-31
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,10,03/31/89,1989-03-31
,TOTAL,,TOTAL,,12/31/88,1988-12-31
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,,12/31/88,1988-12-31
,TOTAL,,FIRST CIRCUIT,,12/31/88,1988-12-31
MAINE,MAINE,ME,FIRST CIRCUIT,,12/31/88,1988-12-31
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,,12/31/88,1988-12-31
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,,12/31/88,1988-12-31
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,,12/31/88,1988-12-31
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,,12/31/88,1988-12-31
,TOTAL,,SECOND CIRCUIT,,12/31/88,1988-12-31
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,,12/31/88,1988-12-31
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,,12/31/88,1988-12-31
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,,12/31/88,1988-12-31
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,,12/31/88,1988-12-31
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,,12/31/88,1988-12-31
VERMONT,VERMONT,VT,SECOND CIRCUIT,,12/31/88,1988-12-31
,TOTAL,,THIRD CIRCUIT,,12/31/88,1988-12-31
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,,12/31/88,1988-12-31
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,,12/31/88,1988-12-31
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,,12/31/88,1988-12-31
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,,12/31/88,1988-12-31
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,,12/31/88,1988-12-31
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,,12/31/88,1988-12-31
,TOTAL,,FOURTH CIRCUIT,,12/31/88,1988-12-31
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,,12/31/88,1988-12-31
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,,12/31/88,1988-12-31
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,,12/31/88,1988-12-31
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,,12/31/88,1988-12-31
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,,12/31/88,1988-12-31
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,,12/31/88,1988-12-31
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,,12/31/88,1988-12-31
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,,12/31/88,1988-12-31
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,,12/31/88,1988-12-31
,TOTAL,,FIFTH CIRCUIT,,12/31/88,1988-12-31
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,,12/31/88,1988-12-31
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,,12/31/88,1988-12-31
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,,12/31/88,1988-12-31
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,,12/31/88,1988-12-31
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,,12/31/88,1988-12-31
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,,12/31/88,1988-12-31
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,,12/31/88,1988-12-31
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,,12/31/88,1988-12-31
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,,12/31/88,1988-12-31
,TOTAL,,SIXTH CIRCUIT,,12/31/88,1988-12-31
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,,12/31/88,1988-12-31
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,,12/31/88,1988-12-31
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,,12/31/88,1988-12-31
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,,12/31/88,1988-12-31
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,,12/31/88,1988-12-31
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,,12/31/88,1988-12-31
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,,12/31/88,1988-12-31
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,,12/31/88,1988-12-31
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,,12/31/88,1988-12-31
,TOTAL,,SEVENTH CIRCUIT,,12/31/88,1988-12-31
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,,12/31/88,1988-12-31
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,,12/31/88,1988-12-31
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,,12/31/88,1988-12-31
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,,12/31/88,1988-12-31
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,,12/31/88,1988-12-31
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,,12/31/88,1988-12-31
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,,12/31/88,1988-12-31
,TOTAL,,EIGHTH CIRCUIT,,12/31/88,1988-12-31
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,,12/31/88,1988-12-31
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,,12/31/88,1988-12-31
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,,12/31/88,1988-12-31
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,,12/31/88,1988-12-31
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,,12/31/88,1988-12-31
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,,12/31/88,1988-12-31
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,,12/31/88,1988-12-31
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,,12/31/88,1988-12-31
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,,12/31/88,1988-12-31
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,,12/31/88,1988-12-31
,TOTAL,,NINTH CIRCUIT,,12/31/88,1988-12-31
ALASKA,ALASKA,AK,NINTH CIRCUIT,,12/31/88,1988-12-31
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,,12/31/88,1988-12-31
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,,12/31/88,1988-12-31
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,,12/31/88,1988-12-31
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,,12/31/88,1988-12-31
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,,12/31/88,1988-12-31
HAWAII,HAWAII,HI,NINTH CIRCUIT,,12/31/88,1988-12-31
IDAHO,IDAHO,ID,NINTH CIRCUIT,,12/31/88,1988-12-31
MONTANA,MONTANA,MT,NINTH CIRCUIT,,12/31/88,1988-12-31
NEVADA,NEVADA,NV,NINTH CIRCUIT,,12/31/88,1988-12-31
OREGON,OREGON,OR,NINTH CIRCUIT,,12/31/88,1988-12-31
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,,12/31/88,1988-12-31
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,,12/31/88,1988-12-31
GUAM,GUAM,GUAM,NINTH CIRCUIT,,12/31/88,1988-12-31
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,,12/31/88,1988-12-31
,TOTAL,,TENTH CIRCUIT,,12/31/88,1988-12-31
COLORADO,COLORADO,CO,TENTH CIRCUIT,,12/31/88,1988-12-31
KANSAS,KANSAS,KS,TENTH CIRCUIT,,12/31/88,1988-12-31
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,,12/31/88,1988-12-31
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,,12/31/88,1988-12-31
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,,12/31/88,1988-12-31
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,,12/31/88,1988-12-31
UTAH,UTAH,UT,TENTH CIRCUIT,,12/31/88,1988-12-31
WYOMING,WYOMING,WY,TENTH CIRCUIT,,12/31/88,1988-12-31
,TOTAL,,ELEVENTH CIRCUIT,,12/31/88,1988-12-31
