STATE,DISTRICT,DISTRICT_NS,CIRCUIT,CHAP_12,QTR_ENDED,DATE
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,4,12/31/92,1992-12-31
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,0,12/31/92,1992-12-31
,TOTAL,,FOURTH CIRCUIT,77,12/31/92,1992-12-31
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,7,12/31/92,1992-12-31
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,27,12/31/92,1992-12-31
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,2,12/31/92,1992-12-31
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,10,12/31/92,1992-12-31
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,14,12/31/92,1992-12-31
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,7,12/31/92,1992-12-31
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,10,12/31/92,1992-12-31
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,0,12/31/92,1992-12-31
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,0,12/31/92,1992-12-31
,TOTAL,,FIFTH CIRCUIT,234,12/31/92,1992-12-31
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,2,12/31/92,1992-12-31
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,1,12/31/92,1992-12-31
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,83,12/31/92,1992-12-31
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,17,12/31/92,1992-12-31
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,11,12/31/92,1992-12-31
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,63,12/31/92,1992-12-31
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,14,12/31/92,1992-12-31
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,17,12/31/92,1992-12-31
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,26,12/31/92,1992-12-31
,TOTAL,,SIXTH CIRCUIT,177,12/31/92,1992-12-31
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,12,12/31/92,1992-12-31
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,14,12/31/92,1992-12-31
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,28,12/31/92,1992-12-31
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,26,12/31/92,1992-12-31
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,36,12/31/92,1992-12-31
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,27,12/31/92,1992-12-31
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,18,12/31/92,1992-12-31
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,12,12/31/92,1992-12-31
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,4,12/31/92,1992-12-31
,TOTAL,,SEVENTH CIRCUIT,194,12/31/92,1992-12-31
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,7,12/31/92,1992-12-31
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,57,12/31/92,1992-12-31
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,25,12/31/92,1992-12-31
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,16,12/31/92,1992-12-31
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,18,12/31/92,1992-12-31
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,23,12/31/92,1992-12-31
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,48,12/31/92,1992-12-31
,TOTAL,,EIGHTH CIRCUIT,340,12/31/92,1992-12-31
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,25,12/31/92,1992-12-31
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,15,12/31/92,1992-12-31
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,9,12/31/92,1992-12-31
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,14,12/31/92,1992-12-31
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,35,12/31/92,1992-12-31
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,10,12/31/92,1992-12-31
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,40,12/31/92,1992-12-31
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,97,12/31/92,1992-12-31
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,47,12/31/92,1992-12-31
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,48,12/31/92,1992-12-31
,TOTAL,,NINTH CIRCUIT,239,12/31/92,1992-12-31
ALASKA,ALASKA,AK,NINTH CIRCUIT,2,12/31/92,1992-12-31
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,17,12/31/92,1992-12-31
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,9,12/31/92,1992-12-31
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,44,12/31/92,1992-12-31
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,8,12/31/92,1992-12-31
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,1,12/31/92,1992-12-31
HAWAII,HAWAII,HI,NINTH CIRCUIT,0,12/31/92,1992-12-31
IDAHO,IDAHO,ID,NINTH CIRCUIT,51,12/31/92,1992-12-31
MONTANA,MONTANA,MT,NINTH CIRCUIT,46,12/31/92,1992-12-31
NEVADA,NEVADA,NV,NINTH CIRCUIT,1,12/31/92,1992-12-31
OREGON,OREGON,OR,NINTH CIRCUIT,11,12/31/92,1992-12-31
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,44,12/31/92,1992-12-31
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,5,12/31/92,1992-12-31
GUAM,GUAM,GUAM,NINTH CIRCUIT,0,12/31/92,1992-12-31
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,0,12/31/92,1992-12-31
,TOTAL,,TENTH CIRCUIT,166,12/31/92,1992-12-31
COLORADO,COLORADO,CO,TENTH CIRCUIT,31,12/31/92,1992-12-31
KANSAS,KANSAS,KS,TENTH CIRCUIT,43,12/31/92,1992-12-31
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,22,12/31/92,1992-12-31
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,3,12/31/92,1992-12-31
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,12,12/31/92,1992-12-31
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,45,12/31/92,1992-12-31
UTAH,UTAH,UT,TENTH CIRCUIT,7,12/31/92,1992-12-31
WYOMING,WYOMING,WY,TENTH CIRCUIT,3,12/31/92,1992-12-31
,TOTAL,,ELEVENTH CIRCUIT,107,12/31/92,1992-12-31
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,3,12/31/92,1992-12-31
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,4,12/31/92,1992-12-31
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,5,12/31/92,1992-12-31
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,3,12/31/92,1992-12-31
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,29,12/31/92,1992-12-31
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,5,12/31/92,1992-12-31
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,3,12/31/92,1992-12-31
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,39,12/31/92,1992-12-31
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,16,12/31/92,1992-12-31
,TOTAL,,TOTAL,1525,09/30/92,1992-09-30
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,0,09/30/92,1992-09-30
,TOTAL,,FIRST CIRCUIT,24,09/30/92,1992-09-30
MAINE,MAINE,ME,FIRST CIRCUIT,2,09/30/92,1992-09-30
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,5,09/30/92,1992-09-30
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,2,09/30/92,1992-09-30
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,0,09/30/92,1992-09-30
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,15,09/30/92,1992-09-30
,TOTAL,,SECOND CIRCUIT,43,09/30/92,1992-09-30
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,2,09/30/92,1992-09-30
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,12,09/30/92,1992-09-30
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,3,09/30/92,1992-09-30
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,3,09/30/92,1992-09-30
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,9,09/30/92,1992-09-30
VERMONT,VERMONT,VT,SECOND CIRCUIT,14,09/30/92,1992-09-30
,TOTAL,,THIRD CIRCUIT,13,09/30/92,1992-09-30
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,0,09/30/92,1992-09-30
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,3,09/30/92,1992-09-30
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,1,09/30/92,1992-09-30
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,2,09/30/92,1992-09-30
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,7,09/30/92,1992-09-30
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,0,09/30/92,1992-09-30
,TOTAL,,FOURTH CIRCUIT,79,09/30/92,1992-09-30
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,7,09/30/92,1992-09-30
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,27,09/30/92,1992-09-30
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,3,09/30/92,1992-09-30
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,8,09/30/92,1992-09-30
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,13,09/30/92,1992-09-30
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,11,09/30/92,1992-09-30
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,9,09/30/92,1992-09-30
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,0,09/30/92,1992-09-30
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,1,09/30/92,1992-09-30
,TOTAL,,FIFTH CIRCUIT,248,09/30/92,1992-09-30
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,3,09/30/92,1992-09-30
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,1,09/30/92,1992-09-30
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,89,09/30/92,1992-09-30
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,16,09/30/92,1992-09-30
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,11,09/30/92,1992-09-30
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,68,09/30/92,1992-09-30
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,13,09/30/92,1992-09-30
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,19,09/30/92,1992-09-30
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,28,09/30/92,1992-09-30
,TOTAL,,SIXTH CIRCUIT,181,09/30/92,1992-09-30
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,9,09/30/92,1992-09-30
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,12,09/30/92,1992-09-30
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,27,09/30/92,1992-09-30
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,26,09/30/92,1992-09-30
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,43,09/30/92,1992-09-30
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,29,09/30/92,1992-09-30
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,19,09/30/92,1992-09-30
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,12,09/30/92,1992-09-30
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,4,09/30/92,1992-09-30
,TOTAL,,SEVENTH CIRCUIT,189,09/30/92,1992-09-30
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,5,09/30/92,1992-09-30
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,52,09/30/92,1992-09-30
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,19,09/30/92,1992-09-30
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,18,09/30/92,1992-09-30
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,18,09/30/92,1992-09-30
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,23,09/30/92,1992-09-30
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,54,09/30/92,1992-09-30
,TOTAL,,EIGHTH CIRCUIT,321,09/30/92,1992-09-30
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,20,09/30/92,1992-09-30
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,16,09/30/92,1992-09-30
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,9,09/30/92,1992-09-30
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,12,09/30/92,1992-09-30
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,31,09/30/92,1992-09-30
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,11,09/30/92,1992-09-30
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,45,09/30/92,1992-09-30
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,90,09/30/92,1992-09-30
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,47,09/30/92,1992-09-30
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,40,09/30/92,1992-09-30
,TOTAL,,NINTH CIRCUIT,250,09/30/92,1992-09-30
ALASKA,ALASKA,AK,NINTH CIRCUIT,3,09/30/92,1992-09-30
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,21,09/30/92,1992-09-30
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,4,09/30/92,1992-09-30
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,43,09/30/92,1992-09-30
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,15,09/30/92,1992-09-30
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,3,09/30/92,1992-09-30
HAWAII,HAWAII,HI,NINTH CIRCUIT,0,09/30/92,1992-09-30
IDAHO,IDAHO,ID,NINTH CIRCUIT,51,09/30/92,1992-09-30
MONTANA,MONTANA,MT,NINTH CIRCUIT,47,09/30/92,1992-09-30
NEVADA,NEVADA,NV,NINTH CIRCUIT,1,09/30/92,1992-09-30
OREGON,OREGON,OR,NINTH CIRCUIT,10,09/30/92,1992-09-30
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,47,09/30/92,1992-09-30
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,5,09/30/92,1992-09-30
GUAM,GUAM,GUAM,NINTH CIRCUIT,0,09/30/92,1992-09-30
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,0,09/30/92,1992-09-30
,TOTAL,,TENTH CIRCUIT,168,09/30/92,1992-09-30
COLORADO,COLORADO,CO,TENTH CIRCUIT,30,09/30/92,1992-09-30
KANSAS,KANSAS,KS,TENTH CIRCUIT,50,09/30/92,1992-09-30
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,23,09/30/92,1992-09-30
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,5,09/30/92,1992-09-30
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,8,09/30/92,1992-09-30
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,45,09/30/92,1992-09-30
UTAH,UTAH,UT,TENTH CIRCUIT,4,09/30/92,1992-09-30
WYOMING,WYOMING,WY,TENTH CIRCUIT,3,09/30/92,1992-09-30
,TOTAL,,ELEVENTH CIRCUIT,109,09/30/92,1992-09-30
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,7,09/30/92,1992-09-30
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,2,09/30/92,1992-09-30
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,6,09/30/92,1992-09-30
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,9,09/30/92,1992-09-30
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,28,09/30/92,1992-09-30
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,4,09/30/92,1992-09-30
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,2,09/30/92,1992-09-30
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,38,09/30/92,1992-09-30
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,13,09/30/92,1992-09-30
,TOTAL,,TOTAL,1634,06/30/92,1992-06-30
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,0,06/30/92,1992-06-30
,TOTAL,,FIRST CIRCUIT,28,06/30/92,1992-06-30
MAINE,MAINE,ME,FIRST CIRCUIT,2,06/30/92,1992-06-30
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,5,06/30/92,1992-06-30
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,2,06/30/92,1992-06-30
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,0,06/30/92,1992-06-30
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,19,06/30/92,1992-06-30
,TOTAL,,SECOND CIRCUIT,57,06/30/92,1992-06-30
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,1,06/30/92,1992-06-30
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,18,06/30/92,1992-06-30
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,3,06/30/92,1992-06-30
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,2,06/30/92,1992-06-30
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,16,06/30/92,1992-06-30
VERMONT,VERMONT,VT,SECOND CIRCUIT,17,06/30/92,1992-06-30
,TOTAL,,THIRD CIRCUIT,15,06/30/92,1992-06-30
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,0,06/30/92,1992-06-30
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,4,06/30/92,1992-06-30
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,2,06/30/92,1992-06-30
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,3,06/30/92,1992-06-30
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,6,06/30/92,1992-06-30
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,0,06/30/92,1992-06-30
,TOTAL,,FOURTH CIRCUIT,67,06/30/92,1992-06-30
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,6,06/30/92,1992-06-30
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,19,06/30/92,1992-06-30
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,3,06/30/92,1992-06-30
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,3,06/30/92,1992-06-30
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,13,06/30/92,1992-06-30
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,14,06/30/92,1992-06-30
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,8,06/30/92,1992-06-30
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,0,06/30/92,1992-06-30
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,1,06/30/92,1992-06-30
,TOTAL,,FIFTH CIRCUIT,243,06/30/92,1992-06-30
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,1,06/30/92,1992-06-30
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,0,06/30/92,1992-06-30
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,88,06/30/92,1992-06-30
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,18,06/30/92,1992-06-30
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,15,06/30/92,1992-06-30
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,67,06/30/92,1992-06-30
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,11,06/30/92,1992-06-30
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,12,06/30/92,1992-06-30
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,31,06/30/92,1992-06-30
,TOTAL,,SIXTH CIRCUIT,189,06/30/92,1992-06-30
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,13,06/30/92,1992-06-30
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,10,06/30/92,1992-06-30
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,26,06/30/92,1992-06-30
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,32,06/30/92,1992-06-30
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,40,06/30/92,1992-06-30
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,33,06/30/92,1992-06-30
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,19,06/30/92,1992-06-30
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,13,06/30/92,1992-06-30
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,3,06/30/92,1992-06-30
,TOTAL,,SEVENTH CIRCUIT,183,06/30/92,1992-06-30
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,4,06/30/92,1992-06-30
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,47,06/30/92,1992-06-30
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,20,06/30/92,1992-06-30
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,20,06/30/92,1992-06-30
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,19,06/30/92,1992-06-30
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,21,06/30/92,1992-06-30
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,52,06/30/92,1992-06-30
,TOTAL,,EIGHTH CIRCUIT,312,06/30/92,1992-06-30
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,20,06/30/92,1992-06-30
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,16,06/30/92,1992-06-30
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,10,06/30/92,1992-06-30
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,12,06/30/92,1992-06-30
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,33,06/30/92,1992-06-30
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,8,06/30/92,1992-06-30
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,44,06/30/92,1992-06-30
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,83,06/30/92,1992-06-30
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,48,06/30/92,1992-06-30
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,38,06/30/92,1992-06-30
,TOTAL,,NINTH CIRCUIT,253,06/30/92,1992-06-30
ALASKA,ALASKA,AK,NINTH CIRCUIT,2,06/30/92,1992-06-30
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,22,06/30/92,1992-06-30
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,6,06/30/92,1992-06-30
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,49,06/30/92,1992-06-30
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,15,06/30/92,1992-06-30
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,4,06/30/92,1992-06-30
HAWAII,HAWAII,HI,NINTH CIRCUIT,0,06/30/92,1992-06-30
IDAHO,IDAHO,ID,NINTH CIRCUIT,49,06/30/92,1992-06-30
MONTANA,MONTANA,MT,NINTH CIRCUIT,42,06/30/92,1992-06-30
NEVADA,NEVADA,NV,NINTH CIRCUIT,1,06/30/92,1992-06-30
OREGON,OREGON,OR,NINTH CIRCUIT,14,06/30/92,1992-06-30
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,43,06/30/92,1992-06-30
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,6,06/30/92,1992-06-30
GUAM,GUAM,GUAM,NINTH CIRCUIT,0,06/30/92,1992-06-30
